dataset_ID,format_flag,dataset_name,data_source,system,climate,taxa,organism,location,CentralLatitude,CentralLongitude,LatLong_sites,Raw_datafile_name,Raw_start_year,Raw_end_year,Raw_nRecs,Raw_nTime,Raw_nSpecies,Raw_siteUnit,spatial_scale_variable,Raw_nSites,Notes_siteFormat,Notes_spFormat,Raw_spatial_grain,Raw_spatial_grain_unit,Raw_Mean_Individuals_perSiteYear,Raw_Min_Individuals_perSiteYear,Raw_Max_Individuals_perSiteYear,countFormat,Notes_countFormat,Formatted_nRecs,Formatted_start_year,Formatted_end_year,Formatted_nSites,Formatted_nTime,Formatted_nSpecies,Formatted_Mean_Individuals_perSiteYear,Formatted_Min_Individuals_perSiteYear,Formatted_Max_Individuals_perSiteYear,Formatted_spatial_grain,Formatted_spatial_grain_unit,Spatial_subsamples,Temporal_subsamples,Notes_timeFormat,subannualTgrain,PropOcc_notes,General_notes,Citation1,Citation2,Citation3,Citation4,Citation5,Citation6
283,5,PISCO: Intertidal: MARINe Core Surveys: Species Counts,https://cn.dataone.org/onemercury/send/xsltText2?pid=doi:10.6085/AA/pisco_intertidal.81.7&fileURL=https://cn.dataone.org/cn/v1/resolve/doi%3A10.6085%2FAA%2Fpisco_intertidal.81.7&full_datasource=PISCO%20MN&full_queryString=%20text%20:%20PISCO%20AND%20has%20direct%20data%20AND%20project:Multi-Agency%20Rocky%20Intertidal%20Network%20AND%20author:Pete%20Raimondi%20AND%20contactOrganization:MARINe%20AND%20Keywords:Intertidal%20Community%20Structure%20Data&ds_id=#top,Marine,Temperate,Invertebrate,Rocky intertidal organisms,Western North America,NA,NA,,pisco_intertidal.91.3.data,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,"Dataset seems to be focused on a fixed set of species, so will not have info on transients",,,,,,
284,5,PISCO: Intertidal: Coastal Biodiversity Surveys: Quadrat Surveys,https://cn.dataone.org/onemercury/send/xsltText2?pid=doi:10.6085/AA/pisco_intertidal.52.7&fileURL=https://cn.dataone.org/cn/v1/resolve/doi%3A10.6085%2FAA%2Fpisco_intertidal.52.7&full_datasource=PISCO%20MN&full_queryString=%20text%20:%20MARINe%20AND%20has%20direct%20data%20AND%20%28%20datasource%20:%28%20urn:node:PISCO%20%20%29%20%29%20%20AND%20project:Partnership%20for%20Interdisciplinary%20Studies%20of%20Coastal%20Oceans%20AND%20author:Pete%20Raimondi%20AND%20contactOrganization:PISCO%20AND%20Keywords:Intertidal%20Coastal%20Biodiversity%20Survey&ds_id=#top,Marine,Temperate,Invertebrate,Rocky intertidal organisms,Western North America,NA,NA,N,pisco_intertidal.43.2.csv,NA,NA,NA,NA,NA,,,NA,,,0.25,0.25,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Separate year, month and day fields merged",Y,,"No site has more than 3 temporal samples, although inclusion of post-2010 data might help in the future",,,,,,
285,1,An efficient light-trap for catching insects. Acta Entomologica,http://www3.imperial.ac.uk/cpb/databases/gpdd,Terrestrial,Temperate,Invertebrate,Lepidoptera,Czech Republic,50.3333,14.5,N,https://www.imperial.ac.uk/cpb/gpdd2/showdata.aspx?dataset=6863,1967,1992,3061,26,133,site,N,1,The site field was created and labelled 1 because the only site was the plant production lab.,"Species provided by numeric code, so no alterations made",1,ha,30418,5903,54703,count,Count data provided,3061,1967,1992,1,26,133,30418,5903,54703,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,"Data available from Global Population Dynamics Database, datasetIDs 6863-6996","Novak, I. 1983. An efficient light-trap for catching insects. Acta Entomologica Bohemoslavaca 80: 29-34.",,,,,
286,5,Bromeliad invertebrate counts at different elevations in the LEF,http://luq.lternet.edu/data/luqmetadata131,Freshwater,Tropical,Invertebrate,Bromeliad invertebrates,"Luquillo LTER, Puerto Rico",18.3,-65.81,,BromelianInvertebrateSeriesData1993-97_2.csv,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Only 4 time points,"Richardson, B. 1999. The Bromeliad Microcosm and the assessment of faunal diversity in a Neotropical forest. Biotropica 31: 321-336.",,,,,
287,1,Weekly record of bird species observed on Konza Prairie,http://www.konza.ksu.edu/knz/pages/data/Knzdsdetail.aspx?datasetCode=CBP01,Terrestrial,Temperate,Bird,Bird,"Konza Prairie LTER, KS",39.083333,-96.583333,N,CBP011.dat,1981,2009,9450,457,242,SITE_TRANSNUM,Y,16,"Transects of variable length (281-1402, mean = 742 m) within Konza site.","There were a couple of typos where a 0 was used instead of an 0 so these were corrected. Also there was a birds and bird, so those were combined.",296800,m2,NA,NA,NA,presence,Each record indicates 1 individual,5393,1981,2008,16,26,221,NA,NA,NA,NA,NA,1,2,The only modification to this field involved converting to a date object.,Y,,,,,,,,
288,1,Fish population on selected watersheds at Konza Prairie,http://www.konza.ksu.edu/knz/pages/data/KnzEntity.aspx?id=CFP012,Freshwater,Temperate,Fish,Fish,"Konza Prairie LTER, KS",39.083333,-96.583333,N,CFP012.dat,1995,2006,1169,72,19,watershed_habrep,Y,28,"Unclear whether habitat is nested in replicate or vice versa, but these are nested within watershed.",Species codes all seem fine,120,m2,NA,NA,NA,abundance,Count data reflects abundance.,68,1999,2006,1,7,17,NA,NA,NA,NA,NA,5,3,The only modification to this field involved converting to a date object.,Y,,,"Whitney, J.E. et al. 2015. The first to arrive and the last to leave: colonisation and extinction dynamics of common and rare fishes in intermittent prairie streams. Freshwater Biology","Bertrand, Gido & Guy. 2006. An evaluation of single-pass versus multiple-pass backpack electrofishing to estimate trends in species abundance and richness in prairie streams. Transactions of the Kansas Academy of Science 109: 131-138.",,,,
289,1,Long-term stem inventory data from tropical rain forest plots in Australia: trees >10cm dbh,http://esapubs.org/archive/ecol/E095/209/,Terrestrial,Tropical,Plant,Tree,Australia,NA,NA,N,CSIRO_PermanentPlots_TreeMeasurementData.csv,1971,2013,14728,34,488,site_epNumber,Y,21,"Each site is a 0.5 ha plot; there are coordinates for each stem, so scale evaluation could be possible, but not in existing cleaning script","Taxonomy seem solid, just a few blank species records removed, and two varieties collapsed to parents",0.5,ha,410.5482625,1,585,count,Each record is the presence of 1 individual,14727,1971,2013,20,34,488,412.1356589,190,585,NA,NA,1,1,No modifications,N,,Only stems >10 cm dbh,Bradford et al. 2014. Long-term stem inventory data from tropical rain forest plots in Australia. Ecology 95:2362.,,,,,
290,5,"HJ Andrews TP108: Herb Layer in Uncut Plots: Cover, Height, Number of Tree Seedlings (U-B3)",http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TP108&topnav=97,Terrestrial,Temperate,Plant,Understory vegetation,"Blue River, OR 97413",44.67350699,-120.4082845,N,TP10807_v3.csv,1910,2010,5958,33,32,STANDID_PLOTNUMBER,Y,1579,The site field is a concatenation of stand id and plot number.,Species were abbreviations and no typoes were found.,0.6,0.6,NA,NA,NA,presence,"No count data provided, so 1s added to indicate presence",1624,1926,2010,40,28,32,NA,NA,NA,NA,NA,NA,NA,The only modification to this field involved converting to a date object.,Y,,"Although there are 6 years of data, no site was surveyed for more than 3 years.",,,,,,
291,1,"Fourteen years of mapped, permanent quadrats in a northern mixed prairie, USA",http://esapubs.org/archive/ecol/E092/143/metadata.htm,Terrestrial,Temperate,Plant,Plant,"Miles City, Montana",46.316667,-105.8,N,annuals_counts_v2.csv,1932,1945,2196,14,72,site_quad,Y,44,Quad was appended to a constant site number (1) so that data can be aggregated across all quads.,"A number of <Genus sp.> entries had only one member identified in the genus, and so were reassigned to that species, while several unknowns and unidentifieds with multiple possible identities were removed",1,m2,265.5958763,1,3177,count,Number of individuals of each species per quad and year,210,1939,1945,1,7,52,13281,2028,37222,NA,NA,39,1,Added 1900 to 2-digit year,N,,,"Anderson, Vermeire, and Adler. 2011. Fourteen years of mapped, permanent quadrats in a northern mixed prairie, USA. Ecology 92:1703.",,,,,
292,5,Long-term stem inventory data from tropical rain forest plots in Australia: understory plants,http://esapubs.org/archive/ecol/E095/209/,Terrestrial,Tropical,Plant,Plant,Australia,NA,NA,N,CSIRO_PermanentPlots_UnderstoryData.csv,NA,NA,NA,NA,NA,,,NA,,,312.5,312.5,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original dates include only month and year; had to add arbitrary day (1) to read it.,Y,,"Data only includes one time point, but more data is available by contacting authors; see metadata",Bradford et al. 2014. Long-term stem inventory data from tropical rain forest plots in Australia. Ecology 95:2362.,,,,,
293,5,Australian Institute of Marine Science - Long-term Monitoring Program: Visual Census Fish Data (Great Barrier Reef).,"OBIS Resource ID 233, http://www.aims.gov.au/docs/research/monitoring/reef/reef-monitoring.html",Marine,Tropical,Fish,Fish,"Great Barrier Reef, Australia",NA,NA,,,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
294,1,"North Temperate Lakes LTER: Fish Abundance 1981-current, SEINE",https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-ntl.7.10,Freshwater,Temperate,Fish,Fish,North Temperate Lake LTER,44.562,-89.5145,N,fish_abundance,1998,2012,1331,15,57,lakeid,N,9,The site field is lakeid.,No issues found,800,m2,1301.173228,8,28429,count,Data is in total count of fish caught at each site,1331,1998,2012,9,15,57,1301.173228,8,28429,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,This is a subset of the North Temperate Lakes LTER Fish Abundance dataset based on seining only,NTL LTER 2012,,,,,
295,1,"North Temperate Lakes LTER: Fish Abundance 1981-current, FYKE NET",https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-ntl.7.10,Freshwater,Temperate,Fish,Fish,North Temperate Lake LTER,44.562,-89.5145,N,fish_abundance,1982,2012,1864,31,53,lakeid,N,11,The site field is lakeid.,No issues found.,47124,m2,769.5576208,1,25119,count,Data is in total count of fish caught at each site,1807,1982,2012,9,31,53,944.5633803,4,25119,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,This is a subset of the North Temperate Lakes LTER Fish Abundance dataset based on Fyke Nets only,NTL LTER 2012,,,,,
296,1,"North Temperate Lakes LTER: Fish Abundance 1981-current, ELECTRO FISH",https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-ntl.7.10,Freshwater,Temperate,Fish,Fish,North Temperate Lake LTER,44.562,-89.5145,N,fish_abundance,1983,2012,1806,21,61,lakeid,N,8,The site field is lakeid,No issues found,1350,m2,464.5777778,34,3843,count,Data is in total count of fish caught at each site,1806,1983,2012,8,21,61,464.5777778,34,3843,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,This is a subset of the North Temperate Lakes LTER Fish Abundance dataset based on Electrofishing only,NTL LTER 2012,,,,,
297,5,Marsh Ecology Research Program (MERP): Activity trap data (1980-1989),https://knb.ecoinformatics.org/#view/doi:10.5063/AA/bowdish.819.26,Terrestrial,Temperate,,,,NA,NA,,"merp_inverts_at1980-1982_data.txt, merp_inverts_at1985-1989_data.txt",NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,"Time series spans major disturbances (drawdown, flooding), so unsuitable for our purposes.",,,,,,
298,1,Breeding Bird Populations at William Trelease Woods,https://www.ideals.illinois.edu/handle/2142/25182,Terrestrial,Temperate,Bird,Bird,Illinois,40.13333,-88.3,N,extracted from Kendeigh 1982 ,1927,1976,1196,44,60,site,N,1,"Dataset from a single site, William Trelease Woods in a 24 ha plot.",No issues found,24,ha,160.4545455,18,286.5,count,Count data provided.,1196,1927,1976,1,44,60,160.4545455,18,286.5,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,Appendix 1 of bird pops in East Central IL - breeding bird pops in WT,"Kendeigh SC. 1982. Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press",,,,,
299,1,Breeding Bird Populations wintering in  William Trelease Woods,https://www.ideals.illinois.edu/handle/2142/25182,Terrestrial,Temperate,Bird,Bird,Illinois,40.13333,-88.3,N,extracted from Kendeigh 1982 Appendix 1,1924,1976,963,48,48,site,N,1,"The dataset includes only a single site, William Trelease Woods in a 24 ha plot.","Data was entered by hand, common species name was provided. No typos or bad spp found.",24,ha,102.5,36,229.5,count,Average number of individuals in each year provided.,963,1924,1976,1,48,48,102.5,36,229.5,NA,NA,1,1,The only modification to this field involved converting to a date object. Additionally only the first year of 2 year range was used to make formatting easier.,N,,This dataset is different than app 1 bc it is the average number of wintering bird populations.,"Kendeigh SC. 1982. Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press",,,,,
300,1,Breeding Bird Populations on Abandoned Farmland in Robert Allerton Park,https://www.ideals.illinois.edu/handle/2142/25182,Terrestrial,Temperate,Bird,Bird,Illinois,39.98333,-88.65,N,extracted from Kendeigh et al. 1982 Appendix 3,1949,1967,310,8,45,site,N,2,"The site field consists of the upland site (12.6 ha) and the flooplain site (10.1 ha), both in the forest plots of Robert Allerton Park, Appendix 3. Spatial grain was the average of the two sites.",No issues found.,11.35,ha,75.33636364,52.5,113,count,Number of male territories or pairs in each year provided.,165,1949,1966,1,6,34,72.31666667,52.5,94.4,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,Appendix 3 of bird pops in East Central IL -breeding bird pops in RA,"Kendeigh SC. 1982. Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press",,,,,
301,1,Breeding Bird Populations on Abandoned Farmland in Robert Allerton Park,https://www.ideals.illinois.edu/handle/2142/25182,Terrestrial,Temperate,Bird,Bird,Illinois,39.98333,-88.65,N,extracted from Kendeigh 1982 Appendix 4,1946,1971,766,25,53,site,N,1,"This dataset includes a single site, Robert Allerton Park (40 ha).",No issues found.,40,ha,185.8,118.5,274.5,count,Number of pairs in each year provided.,766,1946,1971,1,25,53,185.8,118.5,274.5,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,"Appendix 4 of bird pops in East Central IL -breeding bird pops in RA, different site grain","Kendeigh SC. 1982. Bird populations in east central Illinois: Fluctuations, variations, and development over a half-century. University of Illinois Press",,,,,
302,5,Neotropical Migratory Bird Communities in a Developing Pine Plantation,http://www.seafwa.org/resource/dynamic/private/PDF/DICKSON-439-446.pdf,Terrestrial,Temperate,Bird,Bird,"Nacogdoches County, TX",31.58333,-94.81666,N,extracted from Dickson et al 1993,1977,1992,156,16,15,site,N,1,The dataset includes only a single site (separate transects not split out),Data were entered by hand and no typos or bad spp were found.,40000,40000,221.75,109,350,count,Count data provided,156,1977,1992,1,16,15,221.75,109,350,NA,NA,NA,NA,The only modification to this field involved converting to a date object.,N,,"This is an explicitly successional dataset, and hence is ","Dickson, J., Conner, R., Williamson, J.,  1993. Neotropical Migratory Bird communities in a Developing Pine Plantation, Proc. Annual Conf. SEAFWA",,,,,
303,5,"The Response of Anolis Lizards to Hurricane-Induced Habitat Changes in a Puerto Rican Rain Forest. Luquillo LTER, V-N",http://luq.lternet.edu/data/luqmetadata4,Terrestrial,Temperate,Reptile,Reptile,"Luquillo LTER, Puerto Rico",18.3176,-65.7824,,AnoleVerticalBisley.csv,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Dataset only includes 4 species,,,,,,
304,1,"Long-term sampling of a herpetofaunal assemblage on an isolated urban bushland remnant, Bold Park, Perth",http://www.rswa.org.au/publications/Journal/81%283%29/81%283%29how.pdf,Terrestrial,Temperate,Reptile,Reptile,"Bold Park, Perth",-31.9333,115.7666,N,extracted from How 1998,1987,1992,143,6,29,site,N,1,"Although pitfall traplines set out in 4 different habitats, data lumped together for single site.",No bad spp or typos found,8000,m2,434.6666667,351,581,count,Count data provided,143,1987,1992,1,6,29,434.6666667,351,581,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,First year (86/87) removed for low sampling effort.,,,,,,
305,1,Effects of rangeland management on community dynamics of herpetofauna to the tallgrass prairie,http://www.bioone.org/doi/pdf/10.1655/0018-0831%282006%2962%5B378%3AEORMOC%5D2.0.CO%3B2,Terrestrial,Temperate,Reptile,Reptile,Cowley County,37.25,-96.71666,N,extracted from Wilgers et al. 2006,1989,2003,232,14,35,site,N,1,This dataset is for a single site.,No typos or bad spp were found.,4,km,111.5,33,193,count,Count data provided,232,1989,2003,1,14,35,111.5,33,193,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,,,,,,,
306,1,Temporal variation in richness and composition of recruits in a diverse cnidarian assemblage of subtropical Brazil,http://www.sciencedirect.com/science/article/pii/S0022098114001877,Marine,Tropical,Invertebrate,Cnidaria,Brazil,-23.766667,-45.416667,N,mmc3.docx,2010,2012,149,8,34,site,N,1,Data aggregated across sampling plates to single site,No issues found,8640,cm2,411.3333333,173,584,count,Number per one outer + one inner surface on each of 30 plates,149,2010,2012,1,8,34,154.25,111,196,NA,,1,1,The only modification to this field involved converting to a date object.,Y,,Samples taken every 3 months for 8 periods,Fernandez et al. 2014. Temporal variation in richness and composition of recruits in a diverse cnidarian assemblage of subtropical Brazil. J. Experimental Marine Biology and Ecology 460: 144-152.,,,,,
307,5,Mammal abundance indices in the northern portion of the Great Basin,http://esapubs.org/archive/ecol/E086/172/default.htm#data,Terrestrial,Temperate,Mammal,Mammal,Great Basin,42.06667,-120.58333,N,Mammal_abundance_indices.txt,1962,1993,178,32,11,site,N,1,"The site field is one of two sample sites, INEEL or Curlew Valley.",No bad species or typos found in dataset.,1.6,1.6,199.66875,9.7,1235.5,count,Count data provided,178,1962,1993,1,32,11,199.66875,9.7,1235.5,NA,NA,NA,NA,The only modification to this field involved converting to a date object.,N,,"This dataset provides 'indices of abundance of selected mammals' including coyote, lagomorphs and 8 species of rodents. First, the combination of coyote with rodents is questionable for characterizing an ecological assemblage which puts the dataset at or below the richness threshold. Also, the use of the term SELECT implies that data on additional, transient, species are not included.",,,,,,
308,1,Mountain Birdwatch,https://knb.ecoinformatics.org/#view/doi:10.5063/F1DN430G,Terrestrial,Temperate,Bird,Bird,"Maine, NY, Green Mountains",44.25,-72.1875,N,JMHILL.5.csv,2000,2010,4924,190,86,RouteName,N,129,The site field is the name of each route sampled.,"Observations of American Red Squirrel (RESQ) and Eastern Gray Squirrel (GRSQ) were removed. Unidentified birds were recorded as ""UNBI"" and ""NONE"" fields removed.",628318,m2,36.73022312,2,161,count,Each record indicates a single individual,2608,2000,2010,35,11,72,36.92086331,2,97,NA,NA,1,1,The only modification to this field involved converting to a date object.,Y,,"Data acquired from raredatastabilization repo, Glenda Yenni is author",,,,,,
309,5,Time-series data for a selection of forty fish species caught during the International Bottom Trawl Survey,http://icesjm s.oxfordjourn als.org/content/53/6/1079,Marine,Temperate,Fish,Fish,North Sea,56.376953,3.427605,N,ICES J. Mar. Sci.-1996-Heessen-1079-84.pdf,1970,1993,634,24,30,ExactName,N,1,The site field is the North sea since the survey grid number was not specified in the dataset.,No bad species or typos were found in the dataset.,480,480,8564.465188,2235.01,14324.463,count,Average catch rate per hour for each species provided,634,1970,1993,1,24,30,8564.465188,2235.01,14324.463,NA,NA,NA,NA,The only modification to this field involved converting to a date object.,N,,"Dataset only for a 'selection' of species, so will likely not include transients.",,,,,,
310,5,Population estimates of Appalachian salamanders. Coweeta LTER,http://datadryad.org/handle/10255/dryad.25564,Terrestrial,Temperate,Amphibian,Amphibian,Coweeta LTER,NA,NA,N,coweetasalamanders.txt,1976,1990,60,15,4,site,N,1,The site field is the coweeta hydrologic laboratory - sites not specified in dataset.,No bad spp or typos found.,150,m,58.46666667,41,72,count,Count data provided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The only modification to this field involved converting to a date object.,N,,Only data on 6 species,,,,,,
311,5,Edwin S. George Reserve Turtles. The Global Population Dynamics Database Version 2,http://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2006.00883.x/abstract,Terrestrial,Temperate,Reptile,Reptile,Edwin S. George Reserve,NA,NA,,,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,"Data acquired from raredatastabilization repo, Glenda Yenni is author",,,,,,
312,5,Rainbow Bay Longterm Study,http://srelherp.uga.edu/projects/rbay.htm,Terrestrial,Temperate,Amphibian,Amphibian,Rainbow Bay,44.91666,-93.11666,N,rainbowfrogs.txt,1979,1994,203,16,13,site,N,1,This dataset includes a single site.,No typos or bad spp were found.,9712,m2,2652.0625,1004,6869,count,Count data provided,203,1979,1994,1,16,13,2652.0625,1004,6869,NA,NA,NA,NA,The only modification to this field involved converting to a date object.,N,,"Based on raw data structure (species in cols) and extremely high occupancy values, it is suspected that only select species are reported, thus transient species are absent.",,,,,,
313,1,Arthropod Pitfall Traps at LTER II NPP sites. Jornada LTER,http://jornada.nmsu.edu/lter/project/49395/view,Terrestrial,Temperate,Invertebrate,Invertebrate,Jornada Basin LTER,32.08333,-106.1333,N,JornadaStudy_008_npp_arthropod_pitfall_trap_1995_2000_data.csv,1996,2001,2743,35,184,bigsite_site_trap,Y,60,Each site has 5 pitfall traps,I assume that species==1 means unidentified species in the genus; if this represented the only member of the genus (or family) then it was kept; if there was only one other species in the genus they were merged together; if there were several other species in the genus and unids were in the minority they were dropped.,62.8,m2,9.219444444,0,66,count,Count data provided,825,1996,2001,10,6,157,33.55,2,115,NA,NA,5,4,The only modification to this field involved converting to a date object.,Y,,"Data acquired from raredatastabilization repo, Glenda Yenni is author",,,,,,
314,1,Zooplankton survey of Oneida Lake,https://knb.ecoinformatic s.org/#view/kgordon.17.56,Freshwater,Temperate,Plankton,Zooplankton,Oneida Lake,43.2,-74.08333,N,cbfs.25.11.csv,1964,2012,39811,1433,30,site_Station,Y,5,The site field is a the name of one of 6 sites sampled in the lake.,"Nauplii removed, all other names fine",1,m3,NA,NA,NA,density,Density data provided: 1 mL samples drawn until 100 individuals counted to estimate density per m3,1567,1975,2012,5,37,30,NA,NA,NA,NA,NA,1,25,The only modification to this field involved converting to a date object.,Y,,"Data acquired from raredatastabilization repo, Glenda Yenni is author",,,,,,
315,1,Monitoring the Abundance of Butterflies 1976-1985,http://jncc.defra.gov.uk/page-2614,Terrestrial,Temperate,Invertebrate,Arthopod,Great Britain,NA,NA,N,acquired from GPDD via https://github.com/gmyenni/RareStabilizationData,1976,1985,10804,10,44,ExactName,N,37,The site field is the name of each site sampled.,No bad spp or typos found.,5000,m2,1619.246537,0,8912,count,Count data provided,10084,1976,1985,35,10,44,1571.530792,0,8912,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,"Spatial scale is an estimate since transect lengths are unspecified. Also, since data are coming from GPDD it may be unlikely to include transient species.",,,,,,
316,1,Small Mammal Exclosure Study. Jornada LTER,http://jornada.nmsu.edu/lter/project/49356/view,Terrestrial,Temperate,Mammal,Rodents,"Jornada LTER, NM",32.08333,-106.1333,N,JornadaStudy_086_smes_rodent_trapping_data_0.csv,1995,2007,1985,128,17,site_habitat_web,Y,6,"The site field is a the rodent trapping web identifier, nested within one of two habitats.","One code for missing species, and two unidentified taxa were removed",1296,m2,156.6666667,10,335,count,Each record reflects the capture of 1 individual,80,1999,2005,1,7,15,895.5714286,704,1209,NA,NA,3,12,The only modification to this field involved converting to a date object.,Y,,"Data acquired from raredatastabilization repo, Glenda Yenni is author",,,,,,
317,5,Karoo National Park Census Data,http://datak np.sanparks. org/sanparks /metacat/pe ggym.117.10 /sanparks,Terrestrial,Temperate,Mammal,Mammal,Karoo NP,-32.23333,22.283333,N,peggym.115.1-KRNPCensusdata.txt,1994,2005,814,13,12,Transect_Block...Stratum,Y,410,The site field is the concatenation of block and transect.,Very messy dataset - cleaned based on census codes but many spp eliminated bc wrong taxa or carcasee.,97,km,56.6017094,1,1139,count,Count data provided,42,2000,2005,1,5,9,130.2,45,407,NA,NA,5,1,The only modification to this field involved converting to a date object.,N,,"Not all values are assigned a transect - only transect-less blocks were sampled for 10 years, so only included that blocks without transects in scale analysis. This means that the site field is empty. Data acquired from raredatastabilization repo, Glenda Yenni is author",,,,,,
318,5,Census totals for large herbivores in the Kruger National Park summarized by year,http://datak np.sanparks. org/sanparks /metacat/jud ithk.814.4/sa nparks,Terrestrial,Temperate,Mammal,Large herbivores,Kruger NP,-23.983333,31.05,N,judithk.815.1-815.1.txt,1980,1993,601,14,11,site_area,Y,4,"The site is Kruger NP, within which there are 4 areas",No issues,4870,km2,45119.07143,11829,97117,count,Count data provided,601,1980,1993,4,14,11,45119.07143,11829,97117,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,Unsure of whether the sampling protocol records transient species.,,,,,,
319,1,Preston 1948 moths,https://www.jstor.org/stable/1930989,Terrestrial,Temperate,Invertebrate,Moths,"Saskatoon, Lethbridge Canada",49.686389,-112.796389,N,extracted from Preston 1948,NA,NA,NA,NA,291,,N,NA,Two distinct sample sites,"No species names, just total number of species at each temporal occupancy level.",7854,m2,NA,NA,NA,,Annual counts,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,NA,NA,NA,Catch data summarized annually,N,,Only frequency of occupancy levels provided,,,,,,
321,5,Small-mammal responses to large-herbivore exclusion in an African savanna: five years of the UHURU experiment,http://www.esapubs.org/archive/ecol/E095/064/metadata.php,Terrestrial,Tropical,Mammal,Mammal,"Mpala research center, Kenya",0.28333,37.866,N,SMALL_MAMMALS.txt,2009,2012,2431,235,19,SITE_PLOT_REBAR,Y,408,The site field is a concatenation of site and quadrat.,A number of names represented in two obvious forms; 2 names (SAJ and VAL) assumed to be shorthand for Sagitarria and Vallisneria.,3600,m2,NA,NA,NA,presence,"No count data provided, so 1s added to indicate presence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,The only modification to this field involved converting to a date object.,Y,,"detailed lat-long data provided, txt file in latlong folder",,,,,,
322,1,Vegetation surveys in large-herbivore exclusion in an African savanna: five years of the UHURU experiment,http://www.esapubs.org/archive/ecol/E095/064/metadata.php,Terrestrial,Tropical,Plant,Plant,"Mpala research center, Kenya",0.28333,37.866,N,UNDERSTORY_LGQUAD.txt,2008,2013,14975,15,101,msite_SITE_PLOT_COORDINATE,Y,436,"The site field is a concatenation of site, plot, and coordinate, with 3 1-ha plots per site and 49 1-m2 quadrats (coordinates) per plot.","They switched back and forth between scienfitic and common names so it was hard to distinguish, but tried to keep naming conventions similar and removed all unknowns.",1,ha,NA,NA,NA,presence,"Presence data provided, 1s indicate presence",965,2008,2013,7,6,90,NA,NA,NA,NA,,42,1,"Only month and year provided, converted to date by adding arbitrary DAY of 1",N,,Herbivore exclosure plots excluded; control plots only,,,,,,
323,1,Maryland Biological Stream Survey Fish Data,http://dnr2.maryland.gov/streams/Pages/mbss.aspx,Freshwater,Temperate,Fish,Fish,Maryland,39.090833,-76.445833,N,MBSS_FishTaxa_RTE1.xls,1995,2013,28836,17,98,msite_MDE6Name_MDE8Name_StreamName_site,Y,2759,Sites are stream transects nested within streams within watersheds within larger river basins.,"Several unidentified or hybrid taxa were removed. Rare, threatened and endangered taxa are listed as 'RTE Taxa #'",450,m2,376.6771062,0,11350,count,Counts are number of individuals per transect,4226,1995,2013,48,17,86,770.7933333,17,4299,NA,,2,1,The only modification to this field involved converting to a date object.,N,,,,,,,,
