"taxa","datasetID","site","system","nTime","spRichTotal","spRichCore33","spRichTrans33","propCore33","color","pch","abbrev","level_trans","pTrans"
"Invertebrate",330,"Suisun Marsh","Terrestrial",37,62,32,25,0.516129032258065,"gold2",167,"I","propTrans25",0.403225806451613
"Invertebrate",330,"Washington","Terrestrial",20,102,59,28,0.57843137254902,"gold2",167,"I","propTrans25",0.264705882352941
"Invertebrate",315,"Woodhurst","Terrestrial",10,15,12,0,0.8,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Woodwalton.Fen.National.Nature.Reserve","Terrestrial",10,16,15,0,0.9375,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Buttlers.Hanging","Terrestrial",10,24,22,1,0.916666666666667,"gold2",167,"I","propTrans25",0.0416666666666667
"Invertebrate",252,"C_E_1","Terrestrial",9,79,4,70,0.0506329113924051,"gold2",167,"I","propTrans25",0.784810126582278
"Invertebrate",330,"West Sacramento","Terrestrial",27,55,29,19,0.527272727272727,"gold2",167,"I","propTrans25",0.290909090909091
"Invertebrate",252,"C_D_3","Terrestrial",10,64,3,57,0.046875,"gold2",167,"I","propTrans25",0.734375
"Invertebrate",252,"G_E_5","Terrestrial",9,73,2,66,0.0273972602739726,"gold2",167,"I","propTrans25",0.821917808219178
"Invertebrate",315,"Radipole.Lake.RSPB","Terrestrial",9,15,14,0,0.933333333333333,"gold2",167,"I","propTrans25",0
"Invertebrate",70," Belgium ","Terrestrial",14,25,24,0,0.96,"gold2",167,"I","propTrans25",0
"Invertebrate",275,"295","Terrestrial",20,14,3,10,0.214285714285714,"gold2",167,"I","propTrans25",0.714285714285714
"Invertebrate",275,"298","Terrestrial",21,13,3,9,0.230769230769231,"gold2",167,"I","propTrans25",0.692307692307692
"Invertebrate",275,"301","Terrestrial",22,14,3,10,0.214285714285714,"gold2",167,"I","propTrans25",0.714285714285714
"Invertebrate",275,"304","Terrestrial",22,12,3,9,0.25,"gold2",167,"I","propTrans25",0.75
"Invertebrate",208,"maxgrain_1","Terrestrial",16,21,6,11,0.285714285714286,"gold2",167,"I","propTrans25",0.476190476190476
"Invertebrate",208,"maxgrain_2","Terrestrial",15,20,5,9,0.25,"gold2",167,"I","propTrans25",0.35
"Invertebrate",208,"maxgrain_3","Terrestrial",17,20,4,10,0.2,"gold2",167,"I","propTrans25",0.45
"Invertebrate",208,"maxgrain_4","Terrestrial",10,14,5,6,0.357142857142857,"gold2",167,"I","propTrans25",0.428571428571429
"Invertebrate",208,"maxgrain_5","Terrestrial",11,14,4,6,0.285714285714286,"gold2",167,"I","propTrans25",0.285714285714286
"Invertebrate",208,"maxgrain_6","Terrestrial",10,14,5,7,0.357142857142857,"gold2",167,"I","propTrans25",0.428571428571429
"Invertebrate",275,"394","Terrestrial",21,12,2,9,0.166666666666667,"gold2",167,"I","propTrans25",0.666666666666667
"Invertebrate",275,"397","Terrestrial",22,11,1,8,0.0909090909090909,"gold2",167,"I","propTrans25",0.727272727272727
"Invertebrate",275,"40","Terrestrial",22,10,2,7,0.2,"gold2",167,"I","propTrans25",0.5
"Invertebrate",315,"Rostherne.Mere.National.Nature.Reserve","Terrestrial",10,7,6,1,0.857142857142857,"gold2",167,"I","propTrans25",0
"Invertebrate",275,"406","Terrestrial",20,11,3,8,0.272727272727273,"gold2",167,"I","propTrans25",0.727272727272727
"Invertebrate",275,"46","Terrestrial",21,12,3,8,0.25,"gold2",167,"I","propTrans25",0.666666666666667
"Invertebrate",315,"Studland.Heath.National.Nature.Reserve","Terrestrial",10,22,20,0,0.909090909090909,"gold2",167,"I","propTrans25",0
"Invertebrate",313,"Jornada_GRAV","Terrestrial",6,46,2,39,0.0434782608695652,"gold2",167,"I","propTrans25",0.739130434782609
"Invertebrate",313,"Jornada_IBPE","Terrestrial",6,34,4,28,0.117647058823529,"gold2",167,"I","propTrans25",0.558823529411765
"Invertebrate",313,"Jornada_SAND","Terrestrial",6,43,3,37,0.0697674418604651,"gold2",167,"I","propTrans25",0.534883720930233
"Invertebrate",313,"Jornada_SUMM","Terrestrial",6,76,8,61,0.105263157894737,"gold2",167,"I","propTrans25",0.578947368421053
"Invertebrate",313,"Jornada_TAYL","Terrestrial",6,49,2,44,0.0408163265306122,"gold2",167,"I","propTrans25",0.612244897959184
"Invertebrate",313,"Jornada_WELL","Terrestrial",6,27,2,25,0.0740740740740741,"gold2",167,"I","propTrans25",0.703703703703704
"Invertebrate",252,"C_A_1","Terrestrial",9,55,2,48,0.0363636363636364,"gold2",167,"I","propTrans25",0.745454545454545
"Invertebrate",330,"Gates Canyon","Terrestrial",30,80,52,17,0.65,"gold2",167,"I","propTrans25",0.1875
"Invertebrate",330,"Lang Crossing","Terrestrial",6,104,69,30,0.663461538461538,"gold2",167,"I","propTrans25",0.182692307692308
"Invertebrate",330,"North Sacramento","Terrestrial",27,61,32,22,0.524590163934426,"gold2",167,"I","propTrans25",0.327868852459016
"Invertebrate",330,"Rancho Cordova","Terrestrial",37,58,33,17,0.568965517241379,"gold2",167,"I","propTrans25",0.275862068965517
"Invertebrate",330,"Sierra Valley","Terrestrial",6,90,55,23,0.611111111111111,"gold2",167,"I","propTrans25",0.188888888888889
"Invertebrate",252,"C_C_1","Terrestrial",10,68,2,61,0.0294117647058824,"gold2",167,"I","propTrans25",0.779411764705882
"Invertebrate",252,"C_C_3","Terrestrial",9,60,3,54,0.05,"gold2",167,"I","propTrans25",0.816666666666667
"Invertebrate",252,"C_C_5","Terrestrial",9,56,3,48,0.0535714285714286,"gold2",167,"I","propTrans25",0.785714285714286
"Invertebrate",252,"C_D_1","Terrestrial",9,55,1,50,0.0181818181818182,"gold2",167,"I","propTrans25",0.8
"Invertebrate",275,"151","Terrestrial",22,13,3,9,0.230769230769231,"gold2",167,"I","propTrans25",0.692307692307692
"Invertebrate",315,"Castor.Hanglands.National.Nature.Reserve","Terrestrial",10,15,14,0,0.933333333333333,"gold2",167,"I","propTrans25",0
"Invertebrate",285,"1","Terrestrial",26,133,130,0,0.977443609022556,"gold2",167,"I","propTrans25",0
"Invertebrate",252,"C_E_3","Terrestrial",10,67,2,58,0.0298507462686567,"gold2",167,"I","propTrans25",0.761194029850746
"Invertebrate",252,"C_E_5","Terrestrial",10,72,1,62,0.0138888888888889,"gold2",167,"I","propTrans25",0.736111111111111
"Invertebrate",252,"G_A_1","Terrestrial",11,90,2,78,0.0222222222222222,"gold2",167,"I","propTrans25",0.766666666666667
"Invertebrate",252,"G_A_3","Terrestrial",10,82,2,71,0.024390243902439,"gold2",167,"I","propTrans25",0.768292682926829
"Invertebrate",252,"G_A_5","Terrestrial",10,75,1,72,0.0133333333333333,"gold2",167,"I","propTrans25",0.773333333333333
"Invertebrate",252,"G_B_1","Terrestrial",10,61,0,52,0,"gold2",167,"I","propTrans25",0.721311475409836
"Invertebrate",252,"G_B_3","Terrestrial",10,67,0,57,0,"gold2",167,"I","propTrans25",0.791044776119403
"Invertebrate",252,"G_B_5","Terrestrial",9,68,2,58,0.0294117647058824,"gold2",167,"I","propTrans25",0.764705882352941
"Invertebrate",252,"G_C_1","Terrestrial",9,71,3,60,0.0422535211267606,"gold2",167,"I","propTrans25",0.774647887323944
"Invertebrate",252,"G_C_3","Terrestrial",9,66,4,58,0.0606060606060606,"gold2",167,"I","propTrans25",0.818181818181818
"Invertebrate",252,"G_C_5","Terrestrial",9,64,3,55,0.046875,"gold2",167,"I","propTrans25",0.78125
"Invertebrate",252,"G_D_1","Terrestrial",10,79,2,67,0.0253164556962025,"gold2",167,"I","propTrans25",0.759493670886076
"Invertebrate",252,"G_D_3","Terrestrial",9,56,1,47,0.0178571428571429,"gold2",167,"I","propTrans25",0.714285714285714
"Invertebrate",252,"G_D_5","Terrestrial",9,60,2,53,0.0333333333333333,"gold2",167,"I","propTrans25",0.766666666666667
"Invertebrate",252,"G_E_1","Terrestrial",9,67,0,63,0,"gold2",167,"I","propTrans25",0.835820895522388
"Invertebrate",252,"G_E_3","Terrestrial",10,73,2,67,0.0273972602739726,"gold2",167,"I","propTrans25",0.780821917808219
"Invertebrate",315,"Potton.Wood","Terrestrial",10,14,12,0,0.857142857142857,"gold2",167,"I","propTrans25",0
"Invertebrate",275,"400","Terrestrial",18,14,3,11,0.214285714285714,"gold2",167,"I","propTrans25",0.785714285714286
"Invertebrate",313,"Jornada_BASN","Terrestrial",6,43,3,36,0.0697674418604651,"gold2",167,"I","propTrans25",0.604651162790698
"Invertebrate",313,"Jornada_CALI","Terrestrial",6,52,2,46,0.0384615384615385,"gold2",167,"I","propTrans25",0.846153846153846
"Invertebrate",313,"Jornada_EAST","Terrestrial",6,57,1,49,0.0175438596491228,"gold2",167,"I","propTrans25",0.578947368421053
"Invertebrate",247,"555217.7544_4702548.789","Terrestrial",24,18,9,9,0.5,"gold2",167,"I","propTrans25",0.333333333333333
"Invertebrate",247,"557092.8397_4701434.983","Terrestrial",24,20,8,10,0.4,"gold2",167,"I","propTrans25",0.35
"Invertebrate",274,"maxgrain_020b","Terrestrial",13,24,9,11,0.375,"gold2",167,"I","propTrans25",0.416666666666667
"Invertebrate",247,"692033.2481_4704389.533","Terrestrial",9,21,8,11,0.380952380952381,"gold2",167,"I","propTrans25",0.380952380952381
"Invertebrate",247,"692947.6609_4709516.123","Terrestrial",8,16,8,6,0.5,"gold2",167,"I","propTrans25",0.375
"Invertebrate",315,"Wye.National.Nature.Reserve","Terrestrial",10,26,22,1,0.846153846153846,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Yarner.Wood.National.Nature.Reserve","Terrestrial",10,24,17,2,0.708333333333333,"gold2",167,"I","propTrans25",0.0416666666666667
"Invertebrate",274,"maxgrain_n04a","Terrestrial",8,28,15,4,0.535714285714286,"gold2",167,"I","propTrans25",0.142857142857143
"Invertebrate",274,"maxgrain_n04d","Terrestrial",11,30,11,14,0.366666666666667,"gold2",167,"I","propTrans25",0.266666666666667
"Invertebrate",274,"maxgrain_n20a","Terrestrial",8,31,14,11,0.451612903225806,"gold2",167,"I","propTrans25",0.354838709677419
"Invertebrate",274,"maxgrain_n20b","Terrestrial",7,30,13,12,0.433333333333333,"gold2",167,"I","propTrans25",0.333333333333333
"Invertebrate",275,"100","Terrestrial",18,11,3,8,0.272727272727273,"gold2",167,"I","propTrans25",0.636363636363636
"Invertebrate",275,"139","Terrestrial",21,13,3,9,0.230769230769231,"gold2",167,"I","propTrans25",0.692307692307692
"Invertebrate",275,"142","Terrestrial",21,12,2,7,0.166666666666667,"gold2",167,"I","propTrans25",0.416666666666667
"Invertebrate",275,"145","Terrestrial",18,11,2,9,0.181818181818182,"gold2",167,"I","propTrans25",0.545454545454545
"Invertebrate",275,"148","Terrestrial",21,12,2,9,0.166666666666667,"gold2",167,"I","propTrans25",0.583333333333333
"Invertebrate",315,"Bure.Marshes.National.Nature.Reserve","Terrestrial",9,8,8,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",275,"190","Terrestrial",22,13,3,9,0.230769230769231,"gold2",167,"I","propTrans25",0.615384615384615
"Invertebrate",275,"193","Terrestrial",22,12,2,8,0.166666666666667,"gold2",167,"I","propTrans25",0.583333333333333
"Invertebrate",275,"199","Terrestrial",17,11,2,8,0.181818181818182,"gold2",167,"I","propTrans25",0.727272727272727
"Invertebrate",275,"202","Terrestrial",20,10,2,7,0.2,"gold2",167,"I","propTrans25",0.7
"Invertebrate",275,"241","Terrestrial",19,10,3,7,0.3,"gold2",167,"I","propTrans25",0.7
"Invertebrate",275,"250","Terrestrial",22,15,2,12,0.133333333333333,"gold2",167,"I","propTrans25",0.666666666666667
"Invertebrate",275,"292","Terrestrial",22,12,3,9,0.25,"gold2",167,"I","propTrans25",0.75
"Invertebrate",315,"Gomm.Valley","Terrestrial",9,20,20,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Ham.Street.Wood.National.Nature.Reserve","Terrestrial",9,9,9,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Holme.Fen.National.Nature.Reserve","Terrestrial",10,19,17,0,0.894736842105263,"gold2",167,"I","propTrans25",0
"Invertebrate",324,"Antietam Creek","Freshwater",10,87,2,67,0.0229885057471264,"gold2",167,"I","propTrans25",0.632183908045977
"Invertebrate",275,"343","Terrestrial",22,10,3,7,0.3,"gold2",167,"I","propTrans25",0.7
"Invertebrate",275,"346","Terrestrial",22,11,3,8,0.272727272727273,"gold2",167,"I","propTrans25",0.636363636363636
"Invertebrate",275,"349","Terrestrial",22,14,2,11,0.142857142857143,"gold2",167,"I","propTrans25",0.785714285714286
"Invertebrate",275,"352","Terrestrial",20,13,3,9,0.230769230769231,"gold2",167,"I","propTrans25",0.692307692307692
"Invertebrate",275,"355","Terrestrial",22,12,3,9,0.25,"gold2",167,"I","propTrans25",0.75
"Invertebrate",247,"224398.603_4702460.025","Terrestrial",18,25,10,10,0.4,"gold2",167,"I","propTrans25",0.32
"Invertebrate",247,"255549.15_4571555.12","Terrestrial",15,19,6,9,0.315789473684211,"gold2",167,"I","propTrans25",0.263157894736842
"Invertebrate",247,"444979.7957_4609829.505","Terrestrial",13,20,7,7,0.35,"gold2",167,"I","propTrans25",0.35
"Invertebrate",324,"Youghiogheny River","Freshwater",16,101,9,75,0.0891089108910891,"gold2",167,"I","propTrans25",0.712871287128713
"Invertebrate",324,"Zekiah Swamp","Freshwater",15,127,2,105,0.015748031496063,"gold2",167,"I","propTrans25",0.716535433070866
"Invertebrate",257,"1","Marine",12,27,11,13,0.407407407407407,"gold2",167,"I","propTrans25",0.37037037037037
"Invertebrate",315,"Skomer.Island","Terrestrial",9,15,15,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",324,"Little Gunpowder Falls","Freshwater",6,83,11,67,0.132530120481928,"gold2",167,"I","propTrans25",0.542168674698795
"Invertebrate",324,"Little Patuxent River","Freshwater",6,55,4,43,0.0727272727272727,"gold2",167,"I","propTrans25",0.581818181818182
"Invertebrate",324,"Little Youghiogheny R","Freshwater",6,77,9,63,0.116883116883117,"gold2",167,"I","propTrans25",0.61038961038961
"Invertebrate",324,"Loch Raven Reservoir","Freshwater",15,107,6,87,0.0560747663551402,"gold2",167,"I","propTrans25",0.700934579439252
"Invertebrate",324,"Lower Chester River","Freshwater",15,99,6,86,0.0606060606060606,"gold2",167,"I","propTrans25",0.707070707070707
"Invertebrate",247,"698107.1579_4596222.532","Terrestrial",7,18,7,7,0.388888888888889,"gold2",167,"I","propTrans25",0.277777777777778
"Invertebrate",274,"maxgrain_n01b","Terrestrial",10,28,11,9,0.392857142857143,"gold2",167,"I","propTrans25",0.214285714285714
"Invertebrate",313,"Jornada_WEST","Terrestrial",6,49,2,44,0.0408163265306122,"gold2",167,"I","propTrans25",0.612244897959184
"Invertebrate",252,"C_A_3","Terrestrial",9,51,1,44,0.0196078431372549,"gold2",167,"I","propTrans25",0.823529411764706
"Invertebrate",252,"C_A_5","Terrestrial",10,65,3,57,0.0461538461538462,"gold2",167,"I","propTrans25",0.784615384615385
"Invertebrate",252,"C_B_1","Terrestrial",10,73,3,66,0.0410958904109589,"gold2",167,"I","propTrans25",0.767123287671233
"Invertebrate",252,"C_B_3","Terrestrial",9,61,3,54,0.0491803278688525,"gold2",167,"I","propTrans25",0.80327868852459
"Invertebrate",252,"C_B_5","Terrestrial",10,71,2,64,0.028169014084507,"gold2",167,"I","propTrans25",0.76056338028169
"Invertebrate",315,"Ballard.Down,.Swanage","Terrestrial",10,29,29,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Bevills.Wood,.Monks.Wood.Nature.Reserve","Terrestrial",10,21,20,0,0.952380952380952,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Brockwells.Farm","Terrestrial",10,21,14,1,0.666666666666667,"gold2",167,"I","propTrans25",0
"Invertebrate",324,"Port Tobacco River","Freshwater",15,111,7,92,0.0630630630630631,"gold2",167,"I","propTrans25",0.720720720720721
"Invertebrate",324,"Potomac River M tidal","Freshwater",7,77,0,63,0,"gold2",167,"I","propTrans25",0.597402597402597
"Invertebrate",324,"Potomac River U N Branch","Freshwater",6,66,7,52,0.106060606060606,"gold2",167,"I","propTrans25",0.606060606060606
"Invertebrate",315,"Chippenham.Fen.National.Nature.Reserve","Terrestrial",9,8,7,1,0.875,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Dyfi.National.Nature.Reserve","Terrestrial",10,13,12,0,0.923076923076923,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Ebbor.Gorge.National.Nature.Reserve","Terrestrial",10,19,19,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Foxholes","Terrestrial",10,15,15,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Gibraltar.Point.National.Nature.Reserve","Terrestrial",9,13,13,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",324,"Sideling Hill Creek","Freshwater",7,85,4,65,0.0470588235294118,"gold2",167,"I","propTrans25",0.517647058823529
"Invertebrate",324,"Southeast Creek","Freshwater",9,103,6,90,0.058252427184466,"gold2",167,"I","propTrans25",0.747572815533981
"Invertebrate",324,"St. Clements Bay","Freshwater",15,122,6,98,0.0491803278688525,"gold2",167,"I","propTrans25",0.639344262295082
"Invertebrate",315,"Kingley.Vale.National.Nature.Reserve","Terrestrial",10,28,26,0,0.928571428571429,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Leigh.Marshes.National.Nature.Reserve","Terrestrial",9,18,17,0,0.944444444444444,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Leighton.Moss.RSPB","Terrestrial",9,7,7,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Lindisfarne.National.Nature.Reserve","Terrestrial",9,7,7,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Loch.Garten.RSPB,.Abernethy.forest","Terrestrial",9,4,4,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Monks.Wood.National.Nature.Reserve","Terrestrial",10,23,21,0,0.91304347826087,"gold2",167,"I","propTrans25",0
"Invertebrate",275,"37","Terrestrial",22,11,2,7,0.181818181818182,"gold2",167,"I","propTrans25",0.454545454545455
"Invertebrate",324,"Deer Creek","Freshwater",8,86,4,62,0.0465116279069767,"gold2",167,"I","propTrans25",0.720930232558139
"Invertebrate",324,"Fifteen Mile Creek","Freshwater",15,90,7,74,0.0777777777777778,"gold2",167,"I","propTrans25",0.744444444444444
"Invertebrate",324,"Furnace Bay","Freshwater",15,108,3,91,0.0277777777777778,"gold2",167,"I","propTrans25",0.685185185185185
"Invertebrate",324,"Gwynns Falls","Freshwater",7,76,0,66,0,"gold2",167,"I","propTrans25",0.618421052631579
"Invertebrate",324,"Jones Falls","Freshwater",16,101,6,75,0.0594059405940594,"gold2",167,"I","propTrans25",0.702970297029703
"Invertebrate",324,"Liberty Reservoir","Freshwater",17,114,2,91,0.0175438596491228,"gold2",167,"I","propTrans25",0.728070175438597
"Invertebrate",247,"546064.8738_4708921.485","Terrestrial",25,21,8,11,0.380952380952381,"gold2",167,"I","propTrans25",0.428571428571429
"Invertebrate",274,"maxgrain_004d","Terrestrial",8,16,8,6,0.5,"gold2",167,"I","propTrans25",0.375
"Invertebrate",274,"maxgrain_004f","Terrestrial",21,25,9,12,0.36,"gold2",167,"I","propTrans25",0.4
"Invertebrate",306,"YachtClub","Marine",8,34,15,13,0.441176470588235,"gold2",167,"I","propTrans25",0.382352941176471
"Invertebrate",274,"maxgrain_0spb","Terrestrial",13,27,9,15,0.333333333333333,"gold2",167,"I","propTrans25",0.444444444444444
"Invertebrate",324,"Lower Monocacy River","Freshwater",8,89,4,55,0.0449438202247191,"gold2",167,"I","propTrans25",0.617977528089888
"Invertebrate",324,"Lower Winters Run","Freshwater",9,81,5,62,0.0617283950617284,"gold2",167,"I","propTrans25",0.604938271604938
"Invertebrate",324,"Prettyboy Reservoir","Freshwater",6,73,4,62,0.0547945205479452,"gold2",167,"I","propTrans25",0.602739726027397
"Invertebrate",324,"Mattawoman Creek","Freshwater",15,134,2,121,0.0149253731343284,"gold2",167,"I","propTrans25",0.76865671641791
"Invertebrate",324,"Nanjemoy Creek","Freshwater",15,130,1,117,0.00769230769230769,"gold2",167,"I","propTrans25",0.715384615384615
"Invertebrate",324,"Nassawango Creek","Freshwater",15,106,2,97,0.0188679245283019,"gold2",167,"I","propTrans25",0.773584905660377
"Invertebrate",324,"Octoraro Creek","Freshwater",7,80,6,58,0.075,"gold2",167,"I","propTrans25",0.5125
"Invertebrate",324,"Patapsco River L N Br","Freshwater",8,75,0,61,0,"gold2",167,"I","propTrans25",0.813333333333333
"Invertebrate",324,"Patuxent River lower","Freshwater",15,98,5,83,0.0510204081632653,"gold2",167,"I","propTrans25",0.693877551020408
"Invertebrate",324,"Patuxent River middle","Freshwater",6,66,9,44,0.136363636363636,"gold2",167,"I","propTrans25",0.515151515151515
"Invertebrate",324,"Piscataway Creek","Freshwater",6,61,3,53,0.0491803278688525,"gold2",167,"I","propTrans25",0.60655737704918
"Invertebrate",324,"Atkisson Reservoir","Freshwater",9,68,6,55,0.0882352941176471,"gold2",167,"I","propTrans25",0.764705882352941
"Invertebrate",324,"Potomac River L N Branch","Freshwater",15,92,11,72,0.119565217391304,"gold2",167,"I","propTrans25",0.652173913043478
"Invertebrate",324,"Breton Bay","Freshwater",8,103,4,69,0.0388349514563107,"gold2",167,"I","propTrans25",0.669902912621359
"Invertebrate",324,"Casselman River","Freshwater",9,102,7,82,0.0686274509803922,"gold2",167,"I","propTrans25",0.696078431372549
"Invertebrate",315,"Nagshead.RSPB,.Forest.of.Dean","Terrestrial",9,17,14,1,0.823529411764706,"gold2",167,"I","propTrans25",0.0588235294117647
"Invertebrate",324,"Rocky Gorge Dam","Freshwater",15,108,7,84,0.0648148148148148,"gold2",167,"I","propTrans25",0.62037037037037
"Invertebrate",324,"S Branch Patapsco","Freshwater",8,92,6,65,0.0652173913043478,"gold2",167,"I","propTrans25",0.706521739130435
"Invertebrate",324,"Savage River","Freshwater",15,108,6,87,0.0555555555555556,"gold2",167,"I","propTrans25",0.675925925925926
"Invertebrate",247,"447651.2162_4609884.569","Terrestrial",10,17,8,7,0.470588235294118,"gold2",167,"I","propTrans25",0.411764705882353
"Invertebrate",247,"449158.0896_4606861.348","Terrestrial",34,26,8,14,0.307692307692308,"gold2",167,"I","propTrans25",0.423076923076923
"Invertebrate",315,"Saltfleetby.National.Nature.Reserve","Terrestrial",9,17,17,0,1,"gold2",167,"I","propTrans25",0
"Invertebrate",324,"St. Mary's River","Freshwater",8,119,0,90,0,"gold2",167,"I","propTrans25",0.756302521008403
"Invertebrate",324,"Swan Creek","Freshwater",6,61,4,49,0.0655737704918033,"gold2",167,"I","propTrans25",0.459016393442623
"Invertebrate",274,"maxgrain_n01a","Terrestrial",8,32,15,10,0.46875,"gold2",167,"I","propTrans25",0.3125
"Invertebrate",324,"Back River","Freshwater",6,31,2,26,0.0645161290322581,"gold2",167,"I","propTrans25",0.67741935483871
"Invertebrate",324,"Upper Chester River","Freshwater",9,86,3,76,0.0348837209302326,"gold2",167,"I","propTrans25",0.744186046511628
"Invertebrate",274,"maxgrain_0sub","Terrestrial",13,27,12,12,0.444444444444444,"gold2",167,"I","propTrans25",0.407407407407407
"Invertebrate",274,"maxgrain_000b","Terrestrial",10,14,8,4,0.571428571428571,"gold2",167,"I","propTrans25",0.214285714285714
"Invertebrate",315,"Old.Winchester.Hill.National.Nature.Reserve","Terrestrial",10,27,26,0,0.962962962962963,"gold2",167,"I","propTrans25",0
"Invertebrate",315,"Oxwich.National.Nature.Reserve","Terrestrial",10,24,22,0,0.916666666666667,"gold2",167,"I","propTrans25",0
"Invertebrate",324,"Wills Creek","Freshwater",6,62,2,53,0.032258064516129,"gold2",167,"I","propTrans25",0.612903225806452
"Invertebrate",274,"maxgrain_004b","Terrestrial",23,27,8,15,0.296296296296296,"gold2",167,"I","propTrans25",0.481481481481481
"Invertebrate",324,"Wicomico River Head","Freshwater",15,104,9,84,0.0865384615384615,"gold2",167,"I","propTrans25",0.692307692307692
"Invertebrate",274,"maxgrain_001d","Terrestrial",22,28,6,16,0.214285714285714,"gold2",167,"I","propTrans25",0.5
"Invertebrate",274,"maxgrain_002d","Terrestrial",21,25,7,12,0.28,"gold2",167,"I","propTrans25",0.44
"Invertebrate",324,"Upper Choptank","Freshwater",16,113,3,97,0.0265486725663717,"gold2",167,"I","propTrans25",0.814159292035398
"Invertebrate",324,"Upper Monocacy River","Freshwater",15,123,5,100,0.040650406504065,"gold2",167,"I","propTrans25",0.772357723577236
"Invertebrate",324,"Tuckahoe Creek","Freshwater",9,103,4,92,0.0388349514563107,"gold2",167,"I","propTrans25",0.737864077669903
"Invertebrate",324,"Corsica River","Freshwater",15,121,3,103,0.0247933884297521,"gold2",167,"I","propTrans25",0.760330578512397
"Invertebrate",324,"Wicomico River","Freshwater",6,88,10,68,0.113636363636364,"gold2",167,"I","propTrans25",0.613636363636364
"Invertebrate",274,"maxgrain_002c","Terrestrial",18,26,8,13,0.307692307692308,"gold2",167,"I","propTrans25",0.423076923076923
"Invertebrate",324,"Catoctin Creek","Freshwater",6,90,6,76,0.0666666666666667,"gold2",167,"I","propTrans25",0.588888888888889
"Invertebrate",247,"450259.9927_4649982.753","Terrestrial",34,25,9,10,0.36,"gold2",167,"I","propTrans25",0.36
"Invertebrate",324,"Western Branch","Freshwater",6,70,7,57,0.1,"gold2",167,"I","propTrans25",0.585714285714286
"Invertebrate",324,"West Chesapeake Bay","Freshwater",6,62,6,49,0.0967741935483871,"gold2",167,"I","propTrans25",0.612903225806452
"Mammal",237,"1","Terrestrial",12,10,7,3,0.7,"purple4",17,"M","propTrans25",0.2
"Mammal",236,"BFJNP_14","Terrestrial",15,11,7,4,0.636363636363636,"purple4",17,"M","propTrans25",0.272727272727273
"Mammal",231,"004B-E","Terrestrial",33,11,2,7,0.181818181818182,"purple4",17,"M","propTrans25",0.454545454545455
"Mammal",231,"020B-E","Terrestrial",33,11,4,5,0.363636363636364,"purple4",17,"M","propTrans25",0.363636363636364
"Mammal",237,"10","Terrestrial",11,10,7,2,0.7,"purple4",17,"M","propTrans25",0.2
"Mammal",231,"004F-W","Terrestrial",33,11,4,5,0.363636363636364,"purple4",17,"M","propTrans25",0.454545454545455
"Mammal",237,"12","Terrestrial",9,9,7,2,0.777777777777778,"purple4",17,"M","propTrans25",0.111111111111111
"Mammal",236,"BFJNP_12","Terrestrial",13,10,7,3,0.7,"purple4",17,"M","propTrans25",0.3
"Mammal",231,"004F-E","Terrestrial",32,10,2,5,0.2,"purple4",17,"M","propTrans25",0.5
"Mammal",231,"N04D-W","Terrestrial",33,12,4,6,0.333333333333333,"purple4",17,"M","propTrans25",0.416666666666667
"Mammal",231,"N20B-N","Terrestrial",32,12,2,7,0.166666666666667,"purple4",17,"M","propTrans25",0.5
"Mammal",236,"BFJNP_1","Terrestrial",15,10,7,3,0.7,"purple4",17,"M","propTrans25",0.2
"Mammal",231,"004B-W","Terrestrial",33,15,3,9,0.2,"purple4",17,"M","propTrans25",0.533333333333333
"Mammal",231,"N01B-W","Terrestrial",33,12,2,8,0.166666666666667,"purple4",17,"M","propTrans25",0.5
"Mammal",236,"BFJNP_10","Terrestrial",16,10,7,3,0.7,"purple4",17,"M","propTrans25",0.3
"Mammal",231,"020B-W","Terrestrial",33,10,2,4,0.2,"purple4",17,"M","propTrans25",0.4
"Mammal",237,"14","Terrestrial",12,11,7,4,0.636363636363636,"purple4",17,"M","propTrans25",0.272727272727273
"Mammal",231,"N20B-S","Terrestrial",32,10,2,5,0.2,"purple4",17,"M","propTrans25",0.5
"Mammal",231,"N04D-E","Terrestrial",33,10,1,5,0.1,"purple4",17,"M","propTrans25",0.4
