sample_date,treatment,replicate,station,depth,cores,sample_divided,surface_area_examined_sq_cm,ridge_or_furrow,species,number_of_seeds,volume_examined_cu_cm
1999-05-13,T1,R3,S3,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,141.8
1999-05-13,T1,R3,S3,5-15 cm,10,t,14.18,,Euthamia graminifolia (L.) Nutt.,1,141.8
1999-05-13,T1,R3,S3,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,141.8
1999-05-13,T1,R3,S3,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T1,R3,S3,0-5 cm,10,t,14.18,,Chenopodium album L.,6,70.9
1999-05-13,T1,R3,S4,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,70.9
1999-05-13,T1,R3,S4,5-15 cm,10,t,14.18,,Veronica peregrina L.,3,141.8
1999-05-13,T1,R3,S4,5-15 cm,10,t,14.18,,Unknown dicot (*),1,141.8
1999-05-13,T1,R3,S4,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,2,141.8
1999-05-13,T1,R3,S4,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,2,141.8
1999-05-13,T1,R3,S4,5-15 cm,10,t,14.18,,Juncus tenuis Willd.,1,141.8
1999-05-13,T1,R3,S4,5-15 cm,10,t,14.18,,Hypericum perforatum L.,2,141.8
1999-05-13,T1,R3,S4,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,3,141.8
1999-05-13,T1,R3,S4,5-15 cm,10,t,14.18,,Chenopodium album L.,3,141.8
1999-05-13,T1,R3,S4,0-5 cm,10,t,14.18,,Veronica peregrina L.,3,70.9
1999-05-13,T1,R3,S4,0-5 cm,10,t,14.18,,Juncus tenuis Willd.,1,70.9
1999-05-13,T1,R3,S4,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,12,70.9
1999-05-13,T1,R3,S4,0-5 cm,10,t,14.18,,Chenopodium album L.,12,70.9
1999-05-13,T1,R3,S5,5-15 cm,10,t,14.18,,Veronica peregrina L.,2,141.8
1999-05-13,T1,R3,S5,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,141.8
1999-05-13,T1,R3,S5,0-5 cm,10,t,14.18,,Chenopodium album L.,16,70.9
1999-05-13,T1,R3,S5,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,2,70.9
1999-05-13,T1,R3,S5,0-5 cm,10,t,14.18,,Conyza canadensis (L.) Cronq.,1,70.9
1999-05-13,T1,R3,S5,0-5 cm,10,t,14.18,,Juncus tenuis Willd.,4,70.9
1999-05-13,T1,R3,S5,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,70.9
1999-05-13,T1,R3,S5,0-5 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,70.9
1999-05-13,T1,R3,S5,0-5 cm,10,t,14.18,,Veronica peregrina L.,1,70.9
1999-05-13,T1,R3,S5,5-15 cm,10,t,14.18,,Chenopodium album L.,6,141.8
1999-05-13,T1,R3,S5,0-5 cm,10,t,14.18,,Abutilon theophrasti Medikus,1,70.9
1999-05-13,T1,R3,S5,5-15 cm,10,t,14.18,,Juncus tenuis Willd.,3,141.8
1999-05-13,T1,R3,S5,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,141.8
1999-05-13,T1,R4,S1,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,70.9
1999-05-13,T1,R4,S1,5-15 cm,10,t,14.18,,Setaria viridis (L.) Beauv.,1,141.8
1999-05-13,T1,R4,S1,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,2,141.8
1999-05-13,T1,R4,S1,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,38,141.8
1999-05-13,T1,R4,S1,0-5 cm,10,t,14.18,,Setaria faberi Herrm.,1,70.9
1999-05-13,T1,R4,S1,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,4,70.9
1999-05-13,T1,R4,S1,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,65,70.9
1999-05-13,T1,R4,S1,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T1,R4,S2,0-5 cm,10,t,14.18,,Chenopodium album L.,2,70.9
1999-05-13,T1,R4,S2,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,23,70.9
1999-05-13,T1,R4,S2,0-5 cm,10,t,14.18,,Unknown dicot (*),1,70.9
1999-05-13,T1,R4,S2,5-15 cm,10,t,14.18,,Arabidopsis thaliana (L.) Heynh.,1,141.8
1999-05-13,T1,R4,S2,5-15 cm,10,t,14.18,,Chenopodium album L.,3,141.8
1999-05-13,T1,R4,S2,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,10,141.8
1999-05-13,T1,R4,S2,5-15 cm,10,t,14.18,,Unknown monocot (*),1,141.8
1999-05-13,T1,R4,S3,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T1,R4,S3,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,11,70.9
1999-05-13,T1,R4,S3,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,5,70.9
1999-05-13,T1,R4,S3,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,8,70.9
1999-05-13,T1,R4,S3,5-15 cm,10,t,14.18,,Chenopodium album L.,2,141.8
1999-05-13,T1,R4,S3,0-5 cm,10,t,14.18,,Stellaria media (L.) Vill.,4,70.9
1999-05-13,T1,R4,S3,0-5 cm,10,t,14.18,,Setaria faberi Herrm.,2,70.9
1999-05-13,T1,R4,S3,5-15 cm,10,t,14.18,,Amaranthus retroflexus L.,1,141.8
1999-05-13,T1,R4,S3,5-15 cm,10,t,14.18,,Cyperus esculentus L.,1,141.8
1999-05-13,T1,R4,S3,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,141.8
1999-05-13,T1,R4,S3,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,2,141.8
1999-05-13,T1,R4,S3,5-15 cm,10,t,14.18,,Setaria viridis (L.) Beauv.,1,141.8
1999-05-13,T1,R4,S3,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,141.8
1999-05-13,T1,R4,S3,5-15 cm,10,t,14.18,,Unknown dicot (*),1,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Chenopodium album L.,1,141.8
1999-05-13,T1,R4,S4,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,7,70.9
1999-05-13,T1,R4,S4,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,4,70.9
1999-05-13,T1,R4,S4,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,36,70.9
1999-05-13,T1,R4,S4,0-5 cm,10,t,14.18,,Setaria faberi Herrm.,2,70.9
1999-05-13,T1,R4,S4,0-5 cm,10,t,14.18,,Setaria pumila (Poir.) Roem. & Schult,2,70.9
1999-05-13,T1,R4,S4,0-5 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,70.9
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Abutilon theophrasti Medikus,1,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Daucus carota L.,1,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Erigeron annuus (L.) Pers.,1,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Juncus tenuis Willd.,1,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,9,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Solidago canadensis L.,1,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,2,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Unknown monocot (*),1,141.8
1999-05-13,T1,R4,S4,5-15 cm,10,t,14.18,,Veronica peregrina L.,2,141.8
1999-05-13,T1,R4,S5,0-5 cm,10,t,14.18,,Populus grandidentata Michx. (*),1,70.9
1999-05-13,T1,R4,S5,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,5,70.9
1999-05-13,T1,R4,S5,0-5 cm,10,t,14.18,,Unknown dicot (*),1,70.9
1999-05-13,T1,R4,S5,0-5 cm,10,t,14.18,,Abutilon theophrasti Medikus,1,70.9
1999-05-13,T1,R4,S5,0-5 cm,10,t,14.18,,Juncus tenuis Willd.,1,70.9
1999-05-13,T1,R4,S5,5-15 cm,10,t,14.18,,Amaranthus retroflexus L.,1,141.8
1999-05-13,T1,R4,S5,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,2,141.8
1999-05-13,T1,R4,S5,5-15 cm,10,t,14.18,,Juncus tenuis Willd.,1,141.8
1999-05-13,T1,R4,S5,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,8,141.8
1999-05-13,T1,R4,S5,0-5 cm,10,t,14.18,,Panicum capillare L.,22,70.9
1999-05-13,T1,R4,S5,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,3,70.9
1999-05-13,T1,R5,S1,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,2,141.8
1999-05-13,T1,R5,S1,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,70.9
1999-05-13,T1,R5,S1,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,7,70.9
1999-05-13,T1,R5,S1,0-5 cm,10,t,14.18,,Populus grandidentata Michx. (*),1,70.9
1999-05-13,T1,R5,S1,5-15 cm,10,t,14.18,,Chenopodium album L.,2,141.8
1999-05-13,T1,R5,S1,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,141.8
1999-05-13,T1,R5,S1,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,4,141.8
1999-05-13,T1,R5,S1,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T1,R5,S2,5-15 cm,10,t,14.18,,Unknown monocot (*),1,141.8
1999-05-13,T1,R5,S2,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,6,70.9
1999-05-13,T1,R5,S2,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,8,70.9
1999-05-13,T1,R5,S2,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,43,70.9
1999-05-13,T1,R5,S2,5-15 cm,10,t,14.18,,Chenopodium album L.,7,141.8
1999-05-13,T1,R5,S2,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,141.8
1999-05-13,T1,R5,S2,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,5,141.8
1999-05-13,T1,R5,S2,5-15 cm,10,t,14.18,,Veronica peregrina L.,2,141.8
1999-05-13,T1,R5,S3,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,10,70.9
1999-05-13,T1,R5,S3,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,70.9
1999-05-13,T1,R5,S3,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,70.9
1999-05-13,T1,R5,S3,0-5 cm,10,t,14.18,,Juncus tenuis Willd.,1,70.9
1999-05-13,T1,R5,S3,0-5 cm,10,t,14.18,,Setaria faberi Herrm.,1,70.9
1999-05-13,T1,R5,S3,5-15 cm,10,t,14.18,,Chenopodium album L.,1,141.8
1999-05-13,T1,R5,S3,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,141.8
1999-05-13,T1,R5,S3,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,4,141.8
1999-05-13,T1,R5,S3,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,141.8
1999-05-13,T1,R5,S3,5-15 cm,10,t,14.18,,Veronica peregrina L.,5,141.8
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T1,R5,S4,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,12,70.9
1999-05-13,T1,R5,S4,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,10,70.9
1999-05-13,T1,R5,S4,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,5,70.9
1999-05-13,T1,R5,S4,0-5 cm,10,t,14.18,,Populus grandidentata Michx. (*),1,70.9
1999-05-13,T1,R5,S4,0-5 cm,10,t,14.18,,Salix spp.,1,70.9
1999-05-13,T1,R5,S4,0-5 cm,10,t,14.18,,Setaria faberi Herrm.,3,70.9
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Arabidopsis thaliana (L.) Heynh.,1,141.8
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Chenopodium album L.,2,141.8
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,5,141.8
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,141.8
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,141.8
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Salix spp.,1,141.8
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Setaria faberi Herrm.,1,141.8
1999-05-13,T1,R5,S4,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,141.8
1999-05-13,T1,R5,S5,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T1,R5,S5,0-5 cm,10,t,14.18,,Abutilon theophrasti Medikus,1,70.9
1999-05-13,T1,R5,S5,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,70.9
1999-05-13,T1,R5,S5,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,4,70.9
1999-05-13,T1,R5,S5,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,3,70.9
1999-05-13,T1,R5,S5,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,2,141.8
1999-05-13,T1,R5,S5,0-5 cm,10,t,14.18,,Setaria faberi Herrm.,1,70.9
1999-05-13,T1,R5,S5,0-5 cm,10,t,14.18,,Setaria pumila (Poir.) Roem. & Schult,1,70.9
1999-05-13,T1,R5,S5,0-5 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,70.9
1999-05-13,T1,R5,S5,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,141.8
1999-05-13,T1,R5,S5,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,2,141.8
1999-05-13,T1,R6,S1,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,9,70.9
1999-05-13,T1,R6,S1,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T1,R6,S1,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,5,141.8
1999-05-13,T1,R6,S1,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,6,141.8
1999-05-13,T1,R6,S1,5-15 cm,10,t,14.18,,Mollugo verticillata L.,1,141.8
1999-05-13,T1,R6,S1,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,8,141.8
1999-05-13,T1,R6,S1,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,5,141.8
1999-05-13,T1,R6,S1,5-15 cm,10,t,14.18,,Chenopodium album L.,2,141.8
1999-05-13,T1,R6,S1,5-15 cm,10,t,14.18,,Arabidopsis thaliana (L.) Heynh.,1,141.8
1999-05-13,T1,R6,S1,0-5 cm,10,t,14.18,,Veronica peregrina L.,1,70.9
1999-05-13,T1,R6,S1,0-5 cm,10,t,14.18,,Unknown monocot (*),1,70.9
1999-05-13,T1,R6,S1,0-5 cm,10,t,14.18,,Unknown dicot (*),1,70.9
1999-05-13,T1,R6,S1,0-5 cm,10,t,14.18,,Stellaria media (L.) Vill.,2,70.9
1999-05-13,T1,R6,S1,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,6,70.9
1999-05-13,T1,R6,S1,0-5 cm,10,t,14.18,,Mollugo verticillata L.,2,70.9
1999-05-13,T1,R6,S1,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,18,70.9
1999-05-13,T1,R6,S2,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,4,70.9
1999-05-13,T1,R6,S2,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,4,70.9
1999-05-13,T1,R6,S2,5-15 cm,10,t,14.18,,Unknown monocot (*),2,141.8
1999-05-13,T1,R6,S2,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,141.8
1999-05-13,T1,R6,S2,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,2,141.8
1999-05-13,T1,R6,S2,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,141.8
1999-05-13,T1,R6,S2,0-5 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,70.9
1999-05-13,T1,R6,S2,0-5 cm,10,t,14.18,,Unknown dicot (*),1,70.9
1999-05-13,T1,R6,S2,5-15 cm,10,t,14.18,,Chenopodium album L.,1,141.8
1999-05-13,T1,R6,S2,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,21,141.8
1999-05-13,T1,R6,S2,0-5 cm,10,t,14.18,,Arabidopsis thaliana (L.) Heynh.,2,70.9
1999-05-13,T1,R6,S2,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T1,R6,S2,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,19,70.9
1999-05-13,T1,R6,S3,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,141.8
1999-05-13,T1,R6,S3,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T1,R6,S3,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,6,70.9
1999-05-13,T1,R6,S3,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,8,70.9
1999-05-13,T1,R6,S3,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,70.9
1999-05-13,T1,R6,S3,5-15 cm,10,t,14.18,,Chenopodium album L.,1,141.8
1999-05-13,T1,R6,S3,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,141.8
1999-05-13,T1,R6,S3,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,141.8
1999-05-13,T1,R6,S4,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,7,70.9
1999-05-13,T1,R6,S4,5-15 cm,10,t,14.18,,Chenopodium album L.,3,141.8
1999-05-13,T1,R6,S4,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,4,141.8
1999-05-13,T1,R6,S4,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,141.8
1999-05-13,T1,R6,S4,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,3,141.8
1999-05-13,T1,R6,S4,5-15 cm,10,t,14.18,,Veronica peregrina L.,2,141.8
1999-05-13,T1,R6,S4,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,6,70.9
1999-05-13,T1,R6,S4,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,70.9
1999-05-13,T1,R6,S4,0-5 cm,10,t,14.18,,Veronica peregrina L.,1,70.9
1999-05-13,T1,R6,S5,5-15 cm,10,t,14.18,,Amaranthus retroflexus L.,1,141.8
1999-05-13,T1,R6,S5,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,141.8
1999-05-13,T1,R6,S5,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,2,141.8
1999-05-13,T1,R6,S5,5-15 cm,10,t,14.18,,Mollugo verticillata L.,1,141.8
1999-05-13,T1,R6,S5,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,5,70.9
1999-05-13,T1,R6,S5,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,4,141.8
1999-05-13,T1,R6,S5,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,7,70.9
1999-05-13,T1,R6,S5,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,9,70.9
1999-05-13,T2,R1,S1,5-15 cm,10,t,14.18,,Chenopodium album L.,4,141.8
1999-05-13,T2,R1,S1,0-5 cm,10,t,14.18,,Setaria viridis (L.) Beauv.,1,70.9
1999-05-13,T2,R1,S1,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,70.9
1999-05-13,T2,R1,S1,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,4,70.9
1999-05-13,T2,R1,S1,0-5 cm,10,t,14.18,,Carex sp.,1,70.9
1999-05-13,T2,R1,S1,0-5 cm,10,t,14.18,,Unknown dicot (*),1,70.9
1999-05-13,T2,R1,S1,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T2,R1,S1,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,66,70.9
1999-05-13,T2,R1,S1,5-15 cm,10,t,14.18,,Juncus tenuis Willd.,4,141.8
1999-05-13,T2,R1,S1,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,3,141.8
1999-05-13,T2,R1,S2,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,19,70.9
1999-05-13,T2,R1,S2,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,3,141.8
1999-05-13,T2,R1,S2,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,10,141.8
1999-05-13,T2,R1,S2,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,2,141.8
1999-05-13,T2,R1,S2,5-15 cm,10,t,14.18,,Carex sp.,2,141.8
1999-05-13,T2,R1,S2,0-5 cm,10,t,14.18,,Unknown monocot (*),3,70.9
1999-05-13,T2,R1,S2,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,13,70.9
1999-05-13,T2,R1,S2,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,71,70.9
1999-05-13,T2,R1,S2,0-5 cm,10,t,14.18,,Chenopodium album L.,5,70.9
1999-05-13,T2,R1,S2,0-5 cm,10,t,14.18,,Carex sp.,2,70.9
1999-05-13,T2,R1,S3,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T2,R1,S3,0-5 cm,10,t,14.18,,Carex sp.,1,70.9
1999-05-13,T2,R1,S3,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T2,R1,S3,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,14,70.9
1999-05-13,T2,R1,S3,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,66,70.9
1999-05-13,T2,R1,S3,0-5 cm,10,t,14.18,,Setaria viridis (L.) Beauv.,1,70.9
1999-05-13,T2,R1,S3,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,2,141.8
1999-05-13,T2,R1,S3,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,7,141.8
1999-05-13,T2,R1,S4,5-15 cm,10,t,14.18,,Potentilla sp.,1,141.8
1999-05-13,T2,R1,S4,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,35,70.9
1999-05-13,T2,R1,S4,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,2,70.9
1999-05-13,T2,R1,S4,5-15 cm,10,t,14.18,,Chenopodium album L.,1,141.8
1999-05-13,T2,R1,S4,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,10,141.8
1999-05-13,T2,R1,S4,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T2,R1,S5,5-15 cm,10,t,14.18,,Chenopodium album L.,1,141.8
1999-05-13,T2,R1,S5,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T2,R1,S5,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,19,70.9
1999-05-13,T2,R1,S5,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,20,141.8
1999-05-13,T2,R1,S5,5-15 cm,10,t,14.18,,Juncus tenuis Willd.,1,141.8
1999-05-13,T2,R2,S1,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,11,70.9
1999-05-13,T2,R2,S1,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,9,70.9
1999-05-13,T2,R2,S1,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,4,141.8
1999-05-13,T2,R2,S1,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T2,R2,S1,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,3,141.8
1999-05-13,T2,R2,S1,5-15 cm,10,t,14.18,,Salix spp.,1,141.8
1999-05-13,T2,R2,S2,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,4,70.9
1999-05-13,T2,R2,S2,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,17,70.9
1999-05-13,T2,R2,S2,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,5,141.8
1999-05-13,T2,R2,S3,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,6,141.8
1999-05-13,T2,R2,S3,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,9,70.9
1999-05-13,T2,R2,S3,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,37,70.9
1999-05-13,T2,R2,S3,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,2,70.9
1999-05-13,T2,R2,S3,0-5 cm,10,t,14.18,,Triticum aestivum L. (*),1,70.9
1999-05-13,T2,R2,S3,0-5 cm,10,t,14.18,,Unknown monocot (*),1,70.9
1999-05-13,T2,R2,S3,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,2,141.8
