Site_ID,Region,Site_name,Latitude,Longitude,Species,Date,Season,Count,Counted_object,Accuracy,Notes,Source
ENTR,SH,Entrance Point,-62.9981,-60.5533,CHPE,1/22/2011,2010,543,C,1,,ASI
ENTR,SH,Entrance Point,-62.9981,-60.5533,CHPE,12/xx/2011,2011,551,N,1,,ASI
ENTR,SH,Entrance Point,-62.9981,-60.5533,CHPE,12/21/2012,2012,696,N,1,,ASI
ENTW,SH,Entrance Point West,-63.0078,-60.5619,CHPE,12/xx/2011,2011,852,N,3,,ASI
FORT,SH,Fort Point,-62.5431,-59.5752,CHPE,xx/xx/1987,1987,1200,N,4,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
FORT,SH,Fort Point,-62.5431,-59.5752,CHPE,12/13/1999,1999,853,N,1,,ASI
FORT,SH,Fort Point,-62.5431,-59.5752,CHPE,12/14/2011,2011,983,N,3,,ASI
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,2/10/1987,1986,6000,N,3,Number of nests estimated from count of 6000 adults (A3).,"Shuford, W. D., and L. B. Spear. 1988. Surveys of breeding chinstrap penguins in the South Shetland Islands, Antarctica. British Antarctic Survey Bulletin 81: 19-30"
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,xx/xx/1987,1987,2500,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,1/xx/1991,1990,1747,N,1,Nests assumed equal to reported number of breeding pairs.,"Esponda, C. M. G., N. R. Coria, and D. Montalti. 2000. Breeding birds at Halfmoon Island, South Shetland Islands, Antarctica, 1995/96. Marine Ornithology 28: 59-62"
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,xx/xx/xxxx,1996,3342,N,1,,"Esponda, C. M. G., N. R. Coria, and D. Montalti. 2000. Breeding birds at Halfmoon Island, South Shetland Islands, Antarctica, 1995/96. Marine Ornithology 28: 59-62"
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,11/26/1998,1998,3312,N,1,,ASI
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,12/14/2007,2007,1732,N,1,,ASI
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,12/18/2008,2008,2023,N,1,,ASI
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,1/17/2009,2008,2263,C,1,,ASI
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,12/21/2010,2010,2036,N,1,,ASI
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,1/29/2011,2010,2574,C,1,,ASI
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,12/2/2011,2011,2161,N,1,,ASI
HALF,SH,Half Moon Island,-62.5901,-59.9203,CHPE,12/25/2012,2012,2094,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,2/9/1987,1986,2599,N,2,,"Shuford, W. D., and L. B. Spear. 1988. Surveys of breeding chinstrap penguins in the South Shetland Islands, Antarctica. British Antarctic Survey Bulletin 81: 19-30"
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,12/9/1994,1994,1037,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,1/23/1995,1994,1033,C,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,11/18/1995,1995,1281,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,12/3/1996,1996,1158,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,12/3/1997,1997,1138,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,12/18/1999,1999,1061,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,1/25/2000,1999,1442,C,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,12/23/2004,2004,759,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,1/10/2011,2010,593,N,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,1/30/2011,2010,874,C,1,,ASI
HANN,SH,Hannah Point,-62.6545,-60.6134,CHPE,2/3/2012,2011,1017,C,1,,ASI
HPSW,SH,Hall Peninsula,-62.7704,-61.2545,CHPE,2/8/1987,1986,2000,N,2,,"Shuford, W. D., and L. B. Spear. 1988. Surveys of breeding chinstrap penguins in the South Shetland Islands, Antarctica. British Antarctic Survey Bulletin 81: 19-30"
HPSW,SH,Hall Peninsula,-62.7704,-61.2545,CHPE,12/15/2011,2011,1316,N,1,,ASI
HURW,SH,Hurd Peninsula West,-62.674,-60.406,CHPE,12/8/2010,2010,0,N,1,,ASI
MPTE,SH,Macaroni Point East,-62.8988,-60.5347,CHPE,12/xx/2011,2011,885,N,2,,ASI
MPTW,SH,Macaroni Point West,-62.8997,-60.5888,CHPE,12/xx/2011,2011,2448,N,1,,ASI
PENG,SH,Penguin Island,-62.1024,-57.9258,CHPE,12/xx/1979,1979,7058,N,1,Accuracy has been estimated from original source.,"Sander, M., T. C. Balbao, E. S. Costa, C. R. dos Santos, and M. V. Petry. 2007. Decline of the breeding population of Pygoscelis antarctica and Pygoscelis adeliae on Penguin Island, South Shetland, Antarctica. Polar Biology 30: 651-654"
PENG,SH,Penguin Island,-62.1024,-57.9258,CHPE,12/xx/1980,1980,8794,N,1,Accuracy has been estimated from original source.,"Sander, M., T. C. Balbao, E. S. Costa, C. R. dos Santos, and M. V. Petry. 2007. Decline of the breeding population of Pygoscelis antarctica and Pygoscelis adeliae on Penguin Island, South Shetland, Antarctica. Polar Biology 30: 651-654"
PENG,SH,Penguin Island,-62.1024,-57.9258,CHPE,1/xx/2000,1999,3774,N,1,Accuracy has been estimated from original source; date of census was between 4 and 12 JAN,"Sander, M., T. C. Balbao, E. S. Costa, C. R. dos Santos, and M. V. Petry. 2007. Decline of the breeding population of Pygoscelis antarctica and Pygoscelis adeliae on Penguin Island, South Shetland, Antarctica. Polar Biology 30: 651-654"
PENG,SH,Penguin Island,-62.1024,-57.9258,CHPE,12/xx/2000,2000,3296,N,1,Accuracy has been estimated from original source; date of census was between 16 and 21 DEC,"Sander, M., T. C. Balbao, E. S. Costa, C. R. dos Santos, and M. V. Petry. 2007. Decline of the breeding population of Pygoscelis antarctica and Pygoscelis adeliae on Penguin Island, South Shetland, Antarctica. Polar Biology 30: 651-654"
PENG,SH,Penguin Island,-62.1024,-57.9258,CHPE,12/xx/2003,2003,2672,N,1,Accuracy has been estimated from original source.,"Sander, M., T. C. Balbao, E. S. Costa, C. R. dos Santos, and M. V. Petry. 2007. Decline of the breeding population of Pygoscelis antarctica and Pygoscelis adeliae on Penguin Island, South Shetland, Antarctica. Polar Biology 30: 651-654"
PENG,SH,Penguin Island,-62.1024,-57.9258,CHPE,12/6/2010,2010,3017,N,1,,ASI
PENG,SH,Penguin Island,-62.1024,-57.9258,CHPE,1/12/2013,2012,1545,N,3,Counted from photographs.,ASI
PRES,SH,President Head,-62.7255,-61.2001,CHPE,xx/xx/1987,1987,100,N,4,Number of nests estimated from count of 100 adults (A4).,"Shuford, W. D., and L. B. Spear. 1988. Surveys of breeding chinstrap penguins in the South Shetland Islands, Antarctica. British Antarctic Survey Bulletin 81: 19-30"
PRES,SH,President Head,-62.7255,-61.2001,CHPE,11/21/2005,2005,23,N,1,,ASI
PRES,SH,President Head,-62.7255,-61.2001,CHPE,12/15/2011,2011,0,N,1,,ASI
PRES,SH,President Head,-62.7255,-61.2001,CHPE,11/28/2007,2007,7,N,1,,ASI
RENI,SH,Renier Point,-62.61,-59.8062,CHPE,xx/xx/1987,1986,1428,N,3,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
RENI,SH,Renier Point,-62.61,-59.8062,CHPE,12/2/2011,2011,302,N,1,,ASI
ROBE,SH,Robert Point,-62.45,-59.383,CHPE,2/11/1987,1986,5000,N,2,,"Shuford, W. D., and L. B. Spear. 1988. Surveys of breeding chinstrap penguins in the South Shetland Islands, Antarctica. British Antarctic Survey Bulletin 81: 19-30"
ROBE,SH,Robert Point,-62.45,-59.383,CHPE,12/15/2012,2012,2780,N,1,,ASI
RUGG,SH,Rugged Rocks,-62.6012,-59.8155,CHPE,2/10/1987,1986,3000,N,2,,"Shuford, W. D., and L. B. Spear. 1988. Surveys of breeding chinstrap penguins in the South Shetland Islands, Antarctica. British Antarctic Survey Bulletin 81: 19-30"
RUGG,SH,Rugged Rocks,-62.6012,-59.8155,CHPE,12/2/2011,2011,1554,N,1,,ASI
RUGG,SH,Rugged Rocks,-62.6012,-59.8155,CHPE,12/21/2012,2012,1664,N,1,,ASI
SPBL,SH,South Point Bluff,-63.0158,-60.6347,CHPE,12/9/2011,2011,217,N,3,,ASI
SPNW,SH,South Point Northwest,-63.0189,-60.6608,CHPE,12/9/2011,2011,5352,N,2,,ASI
TURR,SH,Turret Point ,-62.089,-57.9519,CHPE,2/12/1987,1986,300,N,2,,"Shuford, W. D., and L. B. Spear. 1988. Surveys of breeding chinstrap penguins in the South Shetland Islands, Antarctica. British Antarctic Survey Bulletin 81: 19-30"
TURR,SH,Turret Point ,-62.089,-57.9519,CHPE,12/6/2010,2010,62,N,1,,ASI
TURR,SH,Turret Point ,-62.089,-57.9519,CHPE,12/2/2012,2012,46,N,1,,ASI
VAPO,SH,Vapour Col,-62.9767,-60.7283,CHPE,12/4/2011,2011,19177,N,1,,ASI
ALCO,CW,Alcock Island,-64.2396,-61.1272,CHPE,xx/xx/1990,1989,3000,N,4,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
ALCO,CW,Alcock Island,-64.2396,-61.1272,CHPE,12/10/2010,2010,1016,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,1/26/1983,1982,3,C,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,2/1/1986,1985,3,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,xx/xx/1990,1990,3,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,1/14/2001,2000,12,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,2/4/2001,2000,18,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,12/24/2001,2001,24,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,1/4/2006,2005,9,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,1/26/2006,2005,12,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,2/15/2007,2006,13,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,12/30/2007,2007,11,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,1/20/2008,2007,17,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,12/10/2008,2008,17,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,1/19/2009,2008,22,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,11/21/2009,2009,20,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,2/6/2010,2009,30,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,12/25/2010,2010,25,N,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,2/2/2011,2010,32,C,1,,ASI
PCHA,CW,"Port Charcot, Booth Island",-65.065,-63.9862,CHPE,12/11/2012,2012,22,N,1,,ASI
CHPT,CW,Charles Point,-64.2386,-61.0004,CHPE,1/23/1987,1986,10,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
CHPT,CW,Charles Point,-64.2386,-61.0004,CHPE,12/10/2010,2010,7,N,1,,ASI
COBA,CW,Cobalescue Island,-64.1795,-61.6499,CHPE,1/29/1986,1985,500,N,5,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
COBA,CW,Cobalescue Island,-64.1795,-61.6499,CHPE,12/13/2011,2011,457,N,1,,ASI
CUVE,CW,Cuverville Island,-64.6875,-62.6219,CHPE,12/3/2011,2011,1,N,1,,ASI
DELA,CW,Delaite Island,-64.5643,-62.1881,CHPE,xx/xx/1989,1988,25,N,4,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
DELA,CW,Delaite Island,-64.5643,-62.1881,CHPE,12/11/2010,2010,135,N,1,,ASI
DUPT,CW,Duthiers Point,-64.8049,-62.8179,CHPE,1/30/1986,1985,137,C,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
DUPT,CW,Duthiers Point,-64.8049,-62.8179,CHPE,xx/xx/1989,1988,97,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
DUPT,CW,Duthiers Point,-64.8049,-62.8179,CHPE,12/13/2010,2010,18,N,1,,ASI
DUPT,CW,Duthiers Point,-64.8049,-62.8179,CHPE,11/15/2011,2011,21,N,1,,ASI
ECKE,CW,Eckener Point,-64.4309,-61.6042,CHPE,1/25/1987,1986,40,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73 AS CITED IN Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
ECKE,CW,Eckener Point,-64.4309,-61.6042,CHPE,12/13/2006,2006,30,N,1,,ASI
ECKE,CW,Eckener Point,-64.4309,-61.6042,CHPE,11/12/2011,2011,41,N,1,,ASI
GAST,CW,Gaston Island,-64.4848,-61.827,CHPE,1/26/1987,1986,500,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
GAST,CW,Gaston Island,-64.4848,-61.827,CHPE,xx/xx/1989,1988,250,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
GAST,CW,Gaston Island,-64.4848,-61.827,CHPE,12/12/2010,2010,353,N,1,,ASI
GAST,CW,Gaston Island,-64.4848,-61.827,CHPE,12/4/2012,2012,225,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,1/17/1984,1983,300,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73 AS CITED IN Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,1/26/1987,1986,800,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,xx/xx/1988,1988,600,N,3,Assumed this 1988 count is from the 1988/89 breeding season,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,xx/xx/1992,1992,447,N,1,Assumed this 1992 count is from the 1992/93 breeding season,"Aguirre, C. A. 1995. Distribution and abundance of birds at Potter Peninsula, 25 de Mayo (King George) Island, South Shetland Islands, Antarctica. Marine Ornithology 23: 23-31"
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,xx/xx/1994,1994,414,N,2,Assumed this 1994 count is from the 1994/95 breeding season,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,12/4/1996,1996,383,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,12/4/1997,1997,397,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,11/27/1998,1998,327,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,1/12/2001,2000,356,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,12/20/2004,2004,269,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,12/26/2005,2005,246,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,2/5/2006,2005,399,C,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,11/22/2006,2006,260,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,1/26/2007,2006,354,C,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,1/6/2008,2007,213,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,2/10/2008,2007,338,C,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,12/22/2008,2008,256,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,2/12/2009,2008,210,C,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,1/3/2010,2009,232,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,12/15/2010,2010,139,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,12/13/2011,2011,193,N,1,,ASI
GEOR,CW,Georges Point,-64.6694,-62.6696,CHPE,1/12/2013,2012,215,N,1,,ASI
HYDR,CW,Hydrurga Rocks,-64.1454,-61.6259,CHPE,11/25/1996,1996,526,N,1,,ASI
HYDR,CW,Hydrurga Rocks,-64.1454,-61.6259,CHPE,12/26/2000,2000,417,N,1,,ASI
HYDR,CW,Hydrurga Rocks,-64.1454,-61.6259,CHPE,1/1/2003,2002,448,N,1,,ASI
HYDR,CW,Hydrurga Rocks,-64.1454,-61.6259,CHPE,2/13/2008,2007,627,C,1,,ASI
HYDR,CW,Hydrurga Rocks,-64.1454,-61.6259,CHPE,1/26/2009,2008,700,N,1,,ASI
JACP,CW,Jacques Peak,-64.5152,-61.8342,CHPE,12/12/2010,2010,19,N,1,,ASI
JACP,CW,Jacques Peak,-64.5152,-61.8342,CHPE,12/4/2012,2012,14,N,1,,ASI
KAIS,CW,Cape Kaiser,-64.2365,-61.9993,CHPE,12/9/2010,2010,0,N,1,,ASI
MIDA,CW,Midas Island,-64.1685,-61.1008,CHPE,1/24/1987,1986,2000,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
MIDA,CW,Midas Island,-64.1685,-61.1008,CHPE,12/10/2010,2010,685,N,4,,ASI
MIER,CW,Miers Bluff,-62.7167,-60.4282,CHPE,xx/xx/1987,1986,2000,N,3,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
MIER,CW,Miers Bluff,-62.7167,-60.4282,CHPE,12/8/2010,2010,2307,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/17/1984,1983,340,N,4,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/26/1987,1986,860,N,3,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/7/1993,1992,521,N,1,,"Aguirre, C. A., and J. M. Acero. 1995. Distribution and abundance of birds in Errera Channel, Antarctic Peninsula, during the 1992/93 breeding season. Marine Ornithology 23: 129-134"
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,xx/xx/1994,1994,420,N,2,Assumed this 1994 count is from the 1994/95 breeding season,"Woehler, E.J., and J.P. Croxall. 1997. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25: 43-66"
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,11/27/1995,1995,431,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/4/1996,1996,342,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/4/1997,1997,423,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,11/27/1998,1998,370,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/6/1998,1998,361,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,11/27/1999,1999,421,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/23/2000,1999,528,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/14/2000,2000,396,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/23/2001,2000,634,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/24/2001,2001,106,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,2/15/2002,2001,111,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/9/2002,2002,338,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,2/14/2003,2002,472,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,11/22/2005,2005,350,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,2/5/2006,2005,489,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/26/2007,2006,447,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/15/2007,2007,249,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/30/2008,2007,321,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/16/2008,2008,299,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,2/12/2009,2008,434,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/13/2010,2009,309,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,1/26/2010,2009,526,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/27/2010,2010,253,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,CHPE,12/23/2012,2012,310,N,1,,ASI
PALA,CW,Palaver Point,-64.1486,-61.759,CHPE,12/13/2011,2011,352,N,3,,ASI
PETE,CW,Petermann Island,-65.1721,-64.142,CHPE,1/2/2011,2010,1,N,1,,ASI
PETE,CW,Petermann Island,-65.1721,-64.142,CHPE,1/7/2013,2012,0,N,1,,ASI
PING,CW,Pinguino Island,-64.1435,-60.9857,CHPE,12/13/2012,2012,3142,N,1,,ASI
SELV,CW,Selvick Cove,-64.6498,-62.5718,CHPE,12/15/2007,2007,133,N,1,,ASI
SELV,CW,Selvick Cove,-64.6498,-62.5718,CHPE,12/26/2009,2009,146,N,1,,ASI
SELV,CW,Selvick Cove,-64.6498,-62.5718,CHPE,12/4/2012,2012,144,N,1,,ASI
SPIE,CW,Errera Channel side of Spigot Peak,-64.632,-62.561,CHPE,12/24/2011,2011,183,N,1,,ASI
SPIG,CW,Spigot Peak,-64.6347,-62.5557,CHPE,3/10/1983,1982,3000,N,5,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73 AS CITED IN Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
SPIG,CW,Spigot Peak,-64.6347,-62.5557,CHPE,1/8/1993,1992,1907,N,1,,"Aguirre, C. A., and J. M. Acero. 1995. Distribution and abundance of birds in Errera Channel, Antarctic Peninsula, during the 1992/93 breeding season. Marine Ornithology 23: 129-134"
SPIG,CW,Spigot Peak,-64.6347,-62.5557,CHPE,12/15/2007,2007,814,N,1,,ASI
SPIG,CW,Spigot Peak,-64.6347,-62.5557,CHPE,1/23/2009,2008,575,C,1,,ASI
SPIG,CW,Spigot Peak,-64.6347,-62.5557,CHPE,12/26/2009,2009,706,N,1,,ASI
SPIG,CW,Spigot Peak,-64.6347,-62.5557,CHPE,12/16/2010,2010,450,N,1,,ASI
SPIG,CW,Spigot Peak,-64.6347,-62.5557,CHPE,12/13/2011,2011,499,N,1,,ASI
SPIG,CW,Spigot Peak,-64.6347,-62.5557,CHPE,1/22/2013,2012,510,N,1,,
SPRI,CW,Sprightly Islands Vicinity,-64.3,-61.05,CHPE,1/16/1984,1983,85,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73 AS CITED IN Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
SPRI,CW,Sprightly Islands Vicinity,-64.3,-61.05,CHPE,xx/xx/1990,1990,60,N,4,Assumed this 1990 count is from the 1990/91 breeding season,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
STER,CW,Sterneck Island,-64.188,-61.051,CHPE,1/24/1987,1986,1100,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
STER,CW,Sterneck Island,-64.188,-61.051,CHPE,12/10/2010,2010,16,N,1,,ASI
TETR,CW,Tetrad Islands,-63.9171,-60.7353,CHPE,1/16/1984,1983,180,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
TETR,CW,Tetrad Islands,-63.9171,-60.7353,CHPE,12/14/2012,2012,194,N,1,,ASI
USEF,CW,Useful Island,-64.717,-62.871,CHPE,1/17/1984,1983,100,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73 AS CITED IN Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
